,WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,Desc,Category,Sub-Category,SUMPRICE,COUNTPRICE,AVGPRICE,RELPRICE
385865,2011-03-30,367.0,1600027528,39.0,31.0,11.0,186.81,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,22.22,7,3.174285714285714,1.509000900090009
385866,2011-03-30,367.0,1600027564,19.0,19.0,9.0,57.57,3.03,3.03,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,22.22,7,3.174285714285714,0.9545454545454546
385871,2011-03-30,367.0,3000006340,5.0,5.0,4.0,17.95,3.59,3.59,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,22.22,7,3.174285714285714,1.130963096309631
385876,2011-03-30,367.0,3800031829,23.0,19.0,12.0,78.89,3.43,3.43,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,22.22,7,3.174285714285714,1.0805580558055807
389365,2011-04-06,367.0,1111085319,22.0,20.0,20.0,41.14,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.69,7,2.955714285714286,0.6326727887868535
389367,2011-04-06,367.0,1111085350,38.0,30.0,30.0,76.76,2.02,2.49,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.69,7,2.955714285714286,0.6834219429676172
389371,2011-04-06,367.0,1600027527,16.0,16.0,16.0,51.52,3.22,3.22,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.69,7,2.955714285714286,1.0894151764137263
389372,2011-04-06,367.0,1600027528,29.0,22.0,6.0,138.91,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.69,7,2.955714285714286,1.6205896568390525
389373,2011-04-06,367.0,1600027564,20.0,20.0,12.0,65.8,3.29,3.29,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.69,7,2.955714285714286,1.113098115031416
389378,2011-04-06,367.0,3000006340,18.0,17.0,14.0,33.84,1.88,3.59,1.0,1.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.69,7,2.955714285714286,0.6360560657322377
389383,2011-04-06,367.0,3800031829,14.0,13.0,8.0,50.68,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.69,7,2.955714285714286,1.224746254229096
392886,2011-04-13,367.0,1111085319,32.0,31.0,30.0,59.84,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.73,7,2.9614285714285713,0.6314520019295707
392888,2011-04-13,367.0,1111085350,25.0,22.0,21.0,48.75,1.95,2.49,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.73,7,2.9614285714285713,0.658465991316932
392892,2011-04-13,367.0,1600027527,24.0,22.0,21.0,77.28,3.22,3.22,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.73,7,2.9614285714285713,1.087313072841293
392893,2011-04-13,367.0,1600027528,31.0,25.0,15.0,148.49,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.73,7,2.9614285714285713,1.6174626145682587
392894,2011-04-13,367.0,1600027564,21.0,18.0,16.0,69.09,3.29,3.29,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.73,7,2.9614285714285713,1.110950313555234
392899,2011-04-13,367.0,3000006340,30.0,26.0,25.0,59.7,1.99,3.59,1.0,1.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.73,7,2.9614285714285713,0.6719729860106126
392905,2011-04-13,367.0,3800031829,16.0,13.0,8.0,57.92,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.73,7,2.9614285714285713,1.2223830197780994
396395,2011-04-20,367.0,1111085319,15.0,14.0,14.0,27.9,1.86,1.86,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,0.6064275733581741
396397,2011-04-20,367.0,1111085350,30.0,24.0,24.0,59.7,1.99,2.49,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,0.6488122962272937
396401,2011-04-20,367.0,1600027527,61.0,57.0,55.0,170.8,2.8,3.22,1.0,1.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,0.9129017233348857
396402,2011-04-20,367.0,1600027528,16.0,12.0,4.0,76.64,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,1.5617140195621795
396403,2011-04-20,367.0,1600027564,58.0,41.0,39.0,163.56,2.82,3.29,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,0.9194224499301349
396406,2011-04-20,367.0,3000006340,4.0,3.0,2.0,14.36,3.59,3.59,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,1.1704704238472285
396410,2011-04-20,367.0,3800031829,14.0,13.0,8.0,50.68,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,1.1802515137401024
399847,2011-04-27,367.0,1111085319,12.0,12.0,11.0,22.56,1.88,1.88,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.560000000000002,7,3.0800000000000005,0.6103896103896103
399849,2011-04-27,367.0,1111085350,28.0,23.0,23.0,55.72,1.99,2.49,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.560000000000002,7,3.0800000000000005,0.646103896103896
399853,2011-04-27,367.0,1600027527,33.0,30.0,30.0,92.4,2.8,3.22,1.0,1.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.560000000000002,7,3.0800000000000005,0.9090909090909088
399854,2011-04-27,367.0,1600027528,31.0,26.0,5.0,148.49,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.560000000000002,7,3.0800000000000005,1.555194805194805
399855,2011-04-27,367.0,1600027564,35.0,31.0,27.0,101.15,2.89,3.29,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.560000000000002,7,3.0800000000000005,0.9383116883116882
399861,2011-04-27,367.0,3000006340,4.0,4.0,3.0,14.36,3.59,3.59,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.560000000000002,7,3.0800000000000005,1.1655844155844153
399864,2011-04-27,367.0,3800031829,12.0,10.0,4.0,43.44,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.560000000000002,7,3.0800000000000005,1.175324675324675
403334,2011-05-04,367.0,1111085319,24.0,22.0,21.0,45.36,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,22.54,7,3.2199999999999998,0.5869565217391305
403336,2011-05-04,367.0,1111085350,14.0,13.0,13.0,34.44,2.46,2.46,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,22.54,7,3.2199999999999998,0.7639751552795031
403340,2011-05-04,367.0,1600027527,12.0,11.0,11.0,38.64,3.22,3.22,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,22.54,7,3.2199999999999998,1.0000000000000002
403341,2011-05-04,367.0,1600027528,31.0,25.0,6.0,148.49,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,22.54,7,3.2199999999999998,1.487577639751553
403342,2011-05-04,367.0,1600027564,17.0,16.0,11.0,55.93,3.29,3.29,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,22.54,7,3.2199999999999998,1.0217391304347827
403345,2011-05-04,367.0,3000006340,1.0,1.0,1.0,3.27,3.27,3.27,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,22.54,7,3.2199999999999998,1.015527950310559
403349,2011-05-04,367.0,3800031829,20.0,14.0,9.0,72.4,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,22.54,7,3.2199999999999998,1.124223602484472
406858,2011-05-11,367.0,1111085319,32.0,29.0,29.0,60.16,1.88,1.88,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.390000000000004,7,2.9128571428571433,0.6454144188327611
406860,2011-05-11,367.0,1111085350,14.0,13.0,12.0,34.02,2.43,2.43,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.390000000000004,7,2.9128571428571433,0.834232466895537
406864,2011-05-11,367.0,1600027527,16.0,16.0,16.0,45.12,2.82,3.22,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.390000000000004,7,2.9128571428571433,0.9681216282491415
406865,2011-05-11,367.0,1600027528,27.0,23.0,11.0,129.33,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.390000000000004,7,2.9128571428571433,1.6444335458558115
406866,2011-05-11,367.0,1600027564,19.0,19.0,18.0,42.75,2.25,3.29,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.390000000000004,7,2.9128571428571433,0.7724374693477194
406869,2011-05-11,367.0,3000006340,3.0,3.0,3.0,7.8,2.6,3.27,0.0,0.0,1.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.390000000000004,7,2.9128571428571433,0.8925944090240313
406874,2011-05-11,367.0,3800031829,16.0,12.0,9.0,57.92,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.390000000000004,7,2.9128571428571433,1.2427660617949974
410447,2011-05-18,367.0,1111085319,4.0,4.0,4.0,7.52,1.88,1.88,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.430000000000003,7,2.918571428571429,0.6441507586882035
410449,2011-05-18,367.0,1111085350,12.0,10.0,10.0,29.88,2.49,2.49,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.430000000000003,7,2.918571428571429,0.8531571218795888
410453,2011-05-18,367.0,1600027527,17.0,17.0,17.0,41.82,2.46,3.22,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.430000000000003,7,2.918571428571429,0.84287812041116
410454,2011-05-18,367.0,1600027528,27.0,25.0,6.0,129.33,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.430000000000003,7,2.918571428571429,1.6412139011257951
410455,2011-05-18,367.0,1600027564,31.0,29.0,22.0,82.15,2.65,3.29,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.430000000000003,7,2.918571428571429,0.9079784630445422
410459,2011-05-18,367.0,3000006340,2.0,2.0,2.0,5.08,2.54,3.27,0.0,0.0,1.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.430000000000003,7,2.918571428571429,0.8702887909936367
410463,2011-05-18,367.0,3800031829,13.0,12.0,7.0,47.06,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.430000000000003,7,2.918571428571429,1.2403328438570729
414009,2011-05-25,367.0,1111085319,19.0,18.0,18.0,35.72,1.88,1.88,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.28,7,3.04,0.6184210526315789
414011,2011-05-25,367.0,1111085350,31.0,24.0,24.0,61.07,1.97,2.49,1.0,1.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.28,7,3.04,0.6480263157894737
414015,2011-05-25,367.0,1600027527,8.0,8.0,8.0,24.56,3.07,3.07,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.28,7,3.04,1.0098684210526314
414016,2011-05-25,367.0,1600027528,29.0,27.0,9.0,138.91,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.28,7,3.04,1.575657894736842
414017,2011-05-25,367.0,1600027564,22.0,21.0,14.0,60.72,2.76,3.29,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.28,7,3.04,0.9078947368421052
414021,2011-05-25,367.0,3000006340,3.0,3.0,2.0,9.57,3.19,3.19,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.28,7,3.04,1.049342105263158
414025,2011-05-25,367.0,3800031829,21.0,18.0,13.0,76.02,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.28,7,3.04,1.1907894736842106
417510,2011-06-01,367.0,1111085319,16.0,16.0,16.0,30.24,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,0.6312022900763359
417512,2011-06-01,367.0,1111085350,37.0,29.0,29.0,74.37,2.01,2.49,1.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,0.6712786259541984
417516,2011-06-01,367.0,1600027527,12.0,12.0,12.0,30.72,2.56,3.07,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,0.8549618320610688
417517,2011-06-01,367.0,1600027528,30.0,26.0,10.0,143.7,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,1.5997137404580153
417518,2011-06-01,367.0,1600027564,22.0,19.0,16.0,63.8,2.9,3.29,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,0.9685114503816794
417524,2011-06-01,367.0,3000006340,4.0,4.0,2.0,12.76,3.19,3.19,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,1.0653625954198473
417528,2011-06-01,367.0,3800031829,19.0,13.0,6.0,68.78,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.96,7,2.994285714285714,1.208969465648855
420989,2011-06-08,367.0,1111085319,32.0,32.0,32.0,59.84,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.57,7,3.0814285714285714,0.6068613815484469
420991,2011-06-08,367.0,1111085350,28.0,22.0,22.0,55.72,1.99,2.49,1.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.57,7,3.0814285714285714,0.645804357904497
420995,2011-06-08,367.0,1600027527,13.0,13.0,13.0,39.91,3.07,3.07,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.57,7,3.0814285714285714,0.9962911451089476
420996,2011-06-08,367.0,1600027528,29.0,24.0,13.0,138.91,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.57,7,3.0814285714285714,1.554473806212332
420997,2011-06-08,367.0,1600027564,21.0,20.0,15.0,63.84,3.04,3.04,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.57,7,3.0814285714285714,0.9865554010199351
421002,2011-06-08,367.0,3000006340,5.0,2.0,2.0,15.95,3.19,3.19,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.57,7,3.0814285714285714,1.0352341214649976
421006,2011-06-08,367.0,3800031829,17.0,15.0,9.0,61.54,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.57,7,3.0814285714285714,1.1747797867408438
424472,2011-06-15,367.0,1111085319,35.0,31.0,31.0,65.45,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.540000000000003,7,3.0771428571428574,0.6077065923862581
424474,2011-06-15,367.0,1111085350,38.0,31.0,31.0,75.24,1.98,2.49,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.540000000000003,7,3.0771428571428574,0.6434540389972144
424478,2011-06-15,367.0,1600027527,21.0,21.0,21.0,64.47,3.07,3.07,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.540000000000003,7,3.0771428571428574,0.9976787372330547
424479,2011-06-15,367.0,1600027528,18.0,15.0,7.0,86.22,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.540000000000003,7,3.0771428571428574,1.5566388115134633
424480,2011-06-15,367.0,1600027564,19.0,17.0,15.0,57.38,3.02,3.02,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.540000000000003,7,3.0771428571428574,0.9814298978644381
424484,2011-06-15,367.0,3000006340,2.0,1.0,1.0,6.38,3.19,3.19,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.540000000000003,7,3.0771428571428574,1.0366759517177344
424488,2011-06-15,367.0,3800031829,12.0,10.0,8.0,43.44,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.540000000000003,7,3.0771428571428574,1.1764159702878365
427953,2011-06-22,367.0,1111085319,24.0,21.0,21.0,44.88,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,17.66,6,2.9433333333333334,0.6353340883352209
427955,2011-06-22,367.0,1111085350,8.0,8.0,8.0,18.96,2.37,2.37,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,17.66,6,2.9433333333333334,0.8052095130237826
427959,2011-06-22,367.0,1600027527,13.0,13.0,13.0,36.79,2.83,2.83,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.66,6,2.9433333333333334,0.9614949037372593
427960,2011-06-22,367.0,1600027528,29.0,25.0,9.0,138.91,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.66,6,2.9433333333333334,1.6274065685164212
427961,2011-06-22,367.0,1600027564,19.0,18.0,11.0,57.38,3.02,3.02,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.66,6,2.9433333333333334,1.0260475651189127
427969,2011-06-22,367.0,3800031829,35.0,31.0,28.0,97.3,2.78,3.62,1.0,1.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,17.66,6,2.9433333333333334,0.9445073612684031
431442,2011-06-29,367.0,1111085319,17.0,16.0,16.0,31.28,1.84,1.84,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.33,7,3.0471428571428567,0.6038443506797938
431444,2011-06-29,367.0,1111085350,15.0,13.0,13.0,36.9,2.46,2.46,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.33,7,3.0471428571428567,0.8073136427566808
431448,2011-06-29,367.0,1600027527,16.0,16.0,16.0,49.12,3.07,3.07,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.33,7,3.0471428571428567,1.0075011720581342
431449,2011-06-29,367.0,1600027528,46.0,37.0,17.0,220.34,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.33,7,3.0471428571428567,1.571964369432724
431450,2011-06-29,367.0,1600027564,19.0,19.0,11.0,60.61,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.33,7,3.0471428571428567,1.0468823253633381
431455,2011-06-29,367.0,3000006340,2.0,2.0,2.0,6.38,3.19,3.19,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.33,7,3.0471428571428567,1.0468823253633381
431457,2011-06-29,367.0,3800031829,46.0,35.0,25.0,128.34,2.79,3.62,1.0,1.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.33,7,3.0471428571428567,0.9156118143459917
434959,2011-07-06,367.0,1111085319,16.0,14.0,14.0,29.28,1.83,1.83,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,0.5966464834653004
434961,2011-07-06,367.0,1111085350,16.0,14.0,14.0,38.88,2.43,2.43,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,0.7922682813227759
434965,2011-07-06,367.0,1600027527,11.0,11.0,11.0,33.77,3.07,3.07,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,1.0009315323707497
434966,2011-07-06,367.0,1600027528,24.0,19.0,10.0,114.96,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,1.5617140195621795
434967,2011-07-06,367.0,1600027564,70.0,61.0,52.0,177.8,2.54,3.19,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,0.8281322775966463
434972,2011-07-06,367.0,3000006340,1.0,1.0,1.0,3.19,3.19,3.19,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,1.040055891942245
434974,2011-07-06,367.0,3800031829,24.0,18.0,12.0,86.88,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.470000000000002,7,3.0671428571428576,1.1802515137401024
438447,2011-07-13,367.0,1111085319,33.0,28.0,28.0,62.04,1.88,1.88,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.51,7,3.072857142857143,0.6118084611808461
438449,2011-07-13,367.0,1111085350,18.0,17.0,17.0,44.64,2.48,2.48,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.51,7,3.072857142857143,0.807066480706648
438453,2011-07-13,367.0,1600027527,22.0,22.0,21.0,67.54,3.07,3.07,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.51,7,3.072857142857143,0.99907019990702
438454,2011-07-13,367.0,1600027528,28.0,25.0,12.0,134.12,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.51,7,3.072857142857143,1.5588098558809855
438455,2011-07-13,367.0,1600027564,80.0,70.0,67.0,198.4,2.48,3.19,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.51,7,3.072857142857143,0.807066480706648
438459,2011-07-13,367.0,3000006340,1.0,1.0,1.0,3.19,3.19,3.19,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.51,7,3.072857142857143,1.0381218038121802
438463,2011-07-13,367.0,3800031829,19.0,14.0,9.0,68.78,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.51,7,3.072857142857143,1.1780567178056718
441945,2011-07-20,367.0,1111085319,22.0,17.0,17.0,36.96,1.68,1.88,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.44,7,3.062857142857143,0.5485074626865671
441947,2011-07-20,367.0,1111085350,11.0,11.0,11.0,27.17,2.47,2.47,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.44,7,3.062857142857143,0.8064365671641791
441951,2011-07-20,367.0,1600027527,16.0,16.0,15.0,49.12,3.07,3.07,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.44,7,3.062857142857143,1.0023320895522387
441952,2011-07-20,367.0,1600027528,30.0,27.0,18.0,143.7,4.79,4.79,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.44,7,3.062857142857143,1.5638992537313432
441953,2011-07-20,367.0,1600027564,26.0,24.0,18.0,76.7,2.95,2.95,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,21.44,7,3.062857142857143,0.9631529850746269
441957,2011-07-20,367.0,3000006340,3.0,3.0,2.0,8.58,2.86,3.19,0.0,0.0,1.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,21.44,7,3.062857142857143,0.9337686567164177
441960,2011-07-20,367.0,3800031829,25.0,21.0,14.0,90.5,3.62,3.62,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,21.44,7,3.062857142857143,1.1819029850746268
445397,2011-07-27,367.0,1111085319,15.0,12.0,12.0,25.05,1.67,1.88,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,21.18,7,3.025714285714286,0.5519357884796978
445399,2011-07-27,367.0,1111085350,12.0,10.0,10.0,29.88,2.49,2.49,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,21.18,7,3.025714285714286,0.8229461756373938
