WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,DESCRIPTION,CATEGORY,SUB_CATEGORY
2010-07-07,367,1600027564,22,21,15,63.8,2.9,2.9,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-07,367,3000006340,7,7,5,19.18,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-07-07,367,3800031829,26,20,10,77.74,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-07-14,367,1111085319,11,11,10,20.79,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-14,367,1111085350,7,7,7,16.52,2.36,2.36,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-07-14,367,1600027527,20,20,20,63.4,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-14,367,1600027528,31,27,23,117.18,3.78,4.59,1,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-14,367,1600027564,24,23,22,73.44,3.06,3.06,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-14,367,3000006340,7,7,5,19.18,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-07-14,367,3800031829,32,26,23,69.76,2.18,2.99,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-07-21,367,1111085319,14,13,13,26.32,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-21,367,1111085350,13,13,13,31.07,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-07-21,367,1600027527,15,15,15,47.55,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-21,367,1600027528,25,22,10,114.75,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-21,367,1600027564,27,21,13,79.65,2.95,2.95,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-21,367,3000006340,3,3,1,8.22,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-07-21,367,3800031829,23,20,8,68.77,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-07-28,367,1111085319,13,12,12,24.57,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-28,367,1111085350,1,1,1,2.39,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-07-28,367,1600027527,17,17,17,53.89,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-28,367,1600027528,33,26,15,151.47,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-28,367,1600027564,15,15,11,47.85,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-07-28,367,3000006340,4,4,2,10.96,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-07-28,367,3800031829,17,14,9,50.83,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-08-04,367,1111085319,17,17,17,31.79,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-04,367,1111085350,11,11,11,26.29,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-08-04,367,1600027527,14,13,13,44.38,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-04,367,1600027528,32,26,11,146.88,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-04,367,1600027564,21,19,14,66.99,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-04,367,3000006340,1,1,1,2.74,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-08-04,367,3800031829,13,12,9,38.87,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-08-11,367,1111085319,22,21,20,37.4,1.7,1.7,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-11,367,1111085350,33,27,27,65.01,1.97,2.39,1,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-08-11,367,1600027527,18,20,19,56.7,3.15,3.15,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-11,367,1600027528,103,85,75,288.4,2.8,4.59,1,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-11,367,1600027564,14,14,10,41.44,2.96,2.96,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-11,367,3000006340,39,28,26,87.75,2.25,2.74,1,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-08-11,367,3800031829,26,24,17,77.74,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-08-18,367,1111085319,17,16,16,32.13,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-18,367,1111085350,20,16,16,47.6,2.38,2.38,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-08-18,367,1600027527,14,14,14,40.6,2.9,2.9,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-18,367,1600027528,27,22,13,121.5,4.5,4.5,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-18,367,1600027564,9,7,5,22.32,2.48,2.96,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-18,367,3000006340,5,3,3,14.3,2.86,2.74,0,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-08-18,367,3800031829,9,9,8,26.91,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-08-25,367,1111085319,23,21,21,43.47,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-25,367,1111085350,15,13,13,35.4,2.36,2.36,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-08-25,367,1600027527,15,15,15,32.25,2.15,2.9,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-25,367,1600027528,19,18,9,87.21,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-25,367,1600027564,27,22,14,73.44,2.72,2.72,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-08-25,367,3000006340,5,5,2,20.45,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-08-25,367,3800031829,13,12,3,38.87,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-01,367,1111085319,9,8,8,16.83,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-01,367,1111085350,26,22,21,50.7,1.95,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-01,367,1600027527,36,34,34,71.28,1.98,2.9,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-01,367,1600027528,18,14,5,82.62,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-01,367,1600027564,19,17,13,57.38,3.02,3.02,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-01,367,3000006340,3,3,3,12.27,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-09-01,367,3800031829,20,16,6,59.8,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-08,367,1111085319,23,22,22,43.01,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-08,367,1111085350,28,27,27,54.6,1.95,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-08,367,1600027527,14,14,14,40.6,2.9,2.9,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-08,367,1600027528,24,23,18,110.16,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-08,367,1600027564,16,15,12,41.44,2.59,3.02,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-08,367,3000006340,24,22,16,58.08,2.42,4.09,1,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-09-08,367,3800031829,21,17,7,62.79,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-15,367,1111085319,14,13,13,23.66,1.69,1.69,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-15,367,1111085350,24,22,22,47.76,1.99,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-15,367,1600027527,20,20,19,62.4,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-15,367,1600027528,17,15,10,78.03,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-15,367,1600027564,19,18,13,60.61,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-15,367,3000006340,23,21,20,49.22,2.14,4.09,1,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-09-22,367,1111085319,24,22,22,39.84,1.66,1.66,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-22,367,1111085350,29,24,24,57.42,1.98,2.36,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-22,367,1600027527,10,10,10,31.2,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-22,367,1600027528,28,23,12,128.52,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-22,367,1600027564,13,12,9,35.1,2.7,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-22,367,3000006340,15,12,11,29.7,1.98,4.09,1,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-09-22,367,3800031829,23,19,11,68.77,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-29,367,1111085319,22,20,18,35.2,1.6,1.6,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-29,367,1111085350,20,16,16,47.6,2.38,2.38,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-09-29,367,1600027527,56,47,47,112,2,3.12,1,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-29,367,1600027528,36,29,12,165.24,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-29,367,1600027564,24,19,12,73.44,3.06,3.06,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-09-29,367,3000006340,7,6,5,18.06,2.58,4.09,0,0,1,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-09-29,367,3800031829,20,17,8,59.8,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-10-06,367,1111085319,12,10,10,20.28,1.69,1.69,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-06,367,1111085350,24,22,22,45.12,1.88,2.38,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-10-06,367,1600027527,29,28,28,86.13,2.97,2.97,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-06,367,1600027528,29,23,13,133.11,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-06,367,1600027564,14,14,11,44.66,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-06,367,3000006340,2,2,2,8.18,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-10-06,367,3800031829,29,23,9,86.71,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-10-13,367,1111085319,30,24,24,48,1.6,1.6,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-13,367,1111085350,15,14,14,29.1,1.94,2.38,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-10-13,367,1600027527,31,29,29,93.93,3.03,3.03,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-13,367,1600027528,27,24,15,123.93,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-13,367,1600027564,17,17,13,51,3,3,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-13,367,3000006340,3,3,2,12.27,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-10-13,367,3800031829,16,15,11,47.84,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-10-20,367,1111085319,15,15,15,24.9,1.66,1.66,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-20,367,1111085350,18,16,16,35.28,1.96,2.38,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-10-20,367,1600027527,29,27,27,90.48,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-20,367,1600027528,15,10,6,68.85,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-20,367,1600027564,13,13,11,38.22,2.94,2.94,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-20,367,3000006340,3,3,2,12.27,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-10-20,367,3800031829,30,25,13,89.7,2.99,2.99,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-10-27,367,1111085319,14,12,12,23.38,1.67,1.67,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-27,367,1111085350,22,18,18,43.34,1.97,2.38,1,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-10-27,367,1600027527,33,27,27,83.16,2.52,3.12,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-27,367,1600027528,33,29,11,151.47,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-27,367,1600027564,22,20,11,70.18,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-10-27,367,3000006340,3,3,3,12.27,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-10-27,367,3800031829,35,28,12,97.65,2.79,2.79,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-11-03,367,1111085319,7,7,7,11.69,1.67,1.67,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-03,367,1111085350,13,13,13,25.87,1.99,2.38,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-11-03,367,1600027527,19,18,18,46.93,2.47,3.12,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-03,367,1600027528,41,36,17,188.19,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-03,367,1600027564,56,50,44,168,3,3.19,1,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-03,367,3000006340,5,4,2,20.45,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-11-03,367,3800031829,26,20,13,69.94,2.69,2.69,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-11-10,367,1111085319,30,23,23,50.1,1.67,1.67,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-10,367,1111085350,19,16,14,37.43,1.97,2.38,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-11-10,367,1600027527,26,25,25,81.12,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-10,367,1600027528,25,21,12,114.75,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-10,367,1600027564,23,22,18,73.37,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-10,367,3000006340,28,17,15,62.16,2.22,4.09,1,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-11-10,367,3800031829,31,24,14,84.32,2.72,2.72,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-11-17,367,1111085319,7,5,5,11.62,1.66,1.66,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-17,367,1111085350,11,10,10,20.02,1.82,2.38,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-11-17,367,1600027527,4,4,4,12,3,3,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-17,367,1600027528,4,4,3,18.36,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-17,367,3000006340,10,7,7,21.9,2.19,4.09,0,0,1,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-11-17,367,3800031829,12,12,10,31.44,2.62,2.62,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-11-24,367,1111085319,14,11,11,23.52,1.68,1.68,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-24,367,1111085350,10,8,8,19.8,1.98,1.98,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-11-24,367,1600027527,9,9,9,28.08,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-24,367,1600027528,25,19,5,114.75,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-24,367,1600027564,45,32,27,108.9,2.42,3.19,1,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-11-24,367,3000006340,3,3,2,12.27,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-11-24,367,3800031829,16,13,10,43.68,2.73,2.73,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-01,367,1111085319,9,7,7,15.03,1.67,1.67,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-01,367,1111085350,12,10,10,22.92,1.91,1.91,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-01,367,1600027527,11,11,11,34.32,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-01,367,1600027528,28,22,5,128.52,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-01,367,1600027564,21,19,14,54.6,2.6,3.19,1,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-01,367,3000006340,1,1,1,4.09,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-12-01,367,3800031829,13,11,4,44.59,3.43,3.43,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-08,367,1111085319,20,19,19,32.4,1.62,1.62,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-08,367,1111085350,15,12,12,30,2,2,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-08,367,1600027527,107,89,86,242.89,2.27,3.12,1,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-08,367,1600027528,29,25,12,133.11,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-08,367,1600027564,14,14,11,31.92,2.28,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-08,367,3000006340,3,3,2,12.27,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-12-08,367,3800031829,21,15,9,72.03,3.43,3.43,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-15,367,1111085319,22,19,19,36.74,1.67,1.67,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-15,367,1111085350,18,15,15,35.82,1.99,1.99,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-15,367,1600027527,108,86,86,248.4,2.3,3.12,1,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-15,367,1600027528,23,20,18,105.57,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-15,367,1600027564,19,19,15,54.53,2.87,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-15,367,3000006340,5,5,4,20.45,4.09,4.09,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-12-15,367,3800031829,19,15,9,65.17,3.43,3.43,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-22,367,1111085319,14,13,12,23.1,1.65,1.65,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-22,367,1111085350,9,8,8,17.91,1.99,1.99,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-22,367,1600027527,67,61,58,126.63,1.89,3.12,1,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-22,367,1600027528,24,19,5,110.16,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-22,367,1600027564,11,11,7,35.09,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-22,367,3000006340,6,5,5,14.1,2.35,4.09,0,0,1,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-12-22,367,3800031829,10,10,7,34.3,3.43,3.43,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-29,367,1111085319,8,6,6,13.36,1.67,1.67,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-29,367,1111085350,7,7,7,13.93,1.99,1.99,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-12-29,367,1600027527,33,26,26,62.04,1.88,3.12,1,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-29,367,1600027528,24,22,11,110.16,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-29,367,1600027564,11,11,8,32.12,2.92,2.92,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-12-29,367,3000006340,9,7,6,22.14,2.46,4.09,0,0,1,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2010-12-29,367,3800031829,18,13,5,61.74,3.43,3.43,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2011-01-05,367,1111085319,25,23,22,41.75,1.67,1.67,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2011-01-05,367,1111085350,17,15,15,33.66,1.98,1.98,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2011-01-05,367,1600027527,19,17,17,59.28,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2011-01-05,367,1600027528,19,17,7,87.21,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2011-01-05,367,1600027564,28,27,16,89.32,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
