quarter_ending,HSC_trust,specialty,program,0-6_weeks,>6-13_weeks,>13-21_weeks,>21-26_weeks,>26-52_weeks,>52_weeks,>26-30_weeks
30-Jun-17,Northern,Pain Management,Acute Services,123,144,113,79,--,6,--
30-Jun-17,Northern,General Medicine,Acute Services,2,0,0,0,--,0,--
30-Jun-17,Northern,Gastroenterology,Acute Services,610,383,234,1,--,0,--
30-Jun-17,Northern,Cardiology,Acute Services,69,72,33,6,--,0,--
30-Jun-17,Northern,Dermatology,Acute Services,95,22,1,1,--,0,--
30-Jun-17,Northern,Thoracic Medicine,Acute Services,9,0,0,0,--,0,--
30-Jun-17,Northern,Gynaecology,Acute Services,247,139,50,17,--,0,--
30-Jun-17,Northern,GP Other,Acute Services,92,119,75,26,--,1,--
30-Jun-17,South Eastern,General Surgery,Acute Services,539,355,319,150,--,169,--
30-Jun-17,South Eastern,Urology,Acute Services,300,94,69,16,--,57,--
30-Jun-17,South Eastern,T & O Surgery,Acute Services,3,2,0,0,--,0,--
30-Jun-17,South Eastern,ENT,Acute Services,44,60,76,6,--,6,--
30-Jun-17,South Eastern,Ophthalmology,Acute Services,153,129,111,43,--,0,--
30-Jun-17,South Eastern,Oral Surgery,Acute Services,63,22,14,14,--,8,--
30-Jun-17,South Eastern,Plastic Surgery,Acute Services,240,206,107,40,--,124,--
30-Jun-17,South Eastern,Paediatric Surgery,Acute Services,15,40,22,16,--,0,--
30-Jun-17,South Eastern,Pain Management,Acute Services,52,71,76,34,--,11,--
30-Jun-17,South Eastern,General Medicine,Acute Services,552,292,282,125,--,59,--
30-Jun-17,South Eastern,Haematology (Clinical),Acute Services,2,0,0,0,--,1,--
30-Jun-17,South Eastern,Cardiology,Acute Services,86,44,21,9,--,16,--
30-Jun-17,South Eastern,Dermatology,Acute Services,90,32,54,7,--,8,--
30-Jun-17,South Eastern,Nephrology,Acute Services,2,0,0,1,--,0,--
30-Jun-17,South Eastern,Neurology,Acute Services,0,0,1,0,--,0,--
30-Jun-17,South Eastern,Rheumatology,Acute Services,0,0,0,0,--,4,--
30-Jun-17,South Eastern,Paediatrics,Acute Services,1,2,1,0,--,0,--
30-Jun-17,South Eastern,Geriatric Medicine,Elderly Care,5,2,0,0,--,0,--
30-Jun-17,South Eastern,Gynaecology,Acute Services,103,80,96,36,--,48,--
30-Jun-17,South Eastern,Clinical Oncology,Acute Services,2,1,0,0,--,0,--
30-Jun-17,Southern,General Surgery,Acute Services,815,572,441,130,--,71,--
30-Jun-17,Southern,Urology,Acute Services,148,135,220,136,--,94,--
30-Jun-17,Southern,T & O Surgery,Acute Services,114,98,124,57,--,134,--
30-Jun-17,Southern,ENT,Acute Services,227,203,167,42,--,0,--
30-Jun-17,Southern,Ophthalmology,Acute Services,54,59,39,17,--,2,--
30-Jun-17,Southern,Oral Surgery,Acute Services,6,5,9,1,--,0,--
30-Jun-17,Southern,Pain Management,Acute Services,48,38,72,36,--,332,--
30-Jun-17,Southern,Gastroenterology,Acute Services,250,149,116,8,--,8,--
30-Jun-17,Southern,Haematology (Clinical),Acute Services,24,3,2,1,--,0,--
30-Jun-17,Southern,Cardiology,Acute Services,157,147,180,89,--,94,--
30-Jun-17,Southern,Dermatology,Acute Services,144,114,130,37,--,0,--
30-Jun-17,Southern,Thoracic Medicine,Acute Services,8,1,0,0,--,0,--
30-Jun-17,Southern,Medical Oncology,Acute Services,5,0,0,0,--,0,--
30-Jun-17,Southern,Neurology,Acute Services,8,5,2,0,--,0,--
30-Jun-17,Southern,Rheumatology,Acute Services,162,85,6,0,--,0,--
30-Jun-17,Southern,Gynaecology,Acute Services,126,37,1,0,--,0,--
30-Jun-17,Southern,GP Other,Acute Services,118,15,3,0,--,0,--
30-Jun-17,Southern,Clinical Oncology,Acute Services,28,0,0,0,--,0,--
30-Jun-17,Southern,Joint Consultant Clinics,Acute Services,59,89,46,0,--,0,--
30-Jun-17,Western,General Surgery,Acute Services,253,166,103,44,--,173,--
30-Jun-17,Western,Urology,Acute Services,373,268,170,119,--,9,--
30-Jun-17,Western,T & O Surgery,Acute Services,138,106,93,48,--,672,--
30-Jun-17,Western,ENT,Acute Services,82,89,71,29,--,149,--
30-Jun-17,Western,Ophthalmology,Acute Services,503,540,466,284,--,65,--
30-Jun-17,Western,Oral Surgery,Acute Services,146,111,47,46,--,13,--
30-Jun-17,Western,Pain Management,Acute Services,44,66,73,49,--,41,--
30-Jun-17,Western,General Medicine,Acute Services,822,307,26,18,--,0,--
30-Jun-17,Western,Cardiology,Acute Services,57,81,54,14,--,0,--
30-Jun-17,Western,Gynaecology,Acute Services,153,149,108,70,--,90,--
30-Jun-17,Western,GP Other,Acute Services,109,62,40,1,--,0,--
30-Sep-17,Belfast,General Surgery,Acute Services,537,523,484,239,--,833,--
30-Sep-17,Belfast,Urology,Acute Services,637,204,165,83,--,476,--
30-Sep-17,Belfast,T & O Surgery,Acute Services,62,210,234,126,--,149,--
30-Sep-17,Belfast,ENT,Acute Services,250,233,308,128,--,677,--
30-Sep-17,Belfast,Ophthalmology,Acute Services,741,861,988,420,--,287,--
30-Sep-17,Belfast,Oral Surgery,Acute Services,74,43,40,15,--,50,--
30-Sep-17,Belfast,Restorative Dentistry,Acute Services,48,25,7,4,--,2,--
30-Sep-17,Belfast,Paediatric Dentistry,Acute Services,42,38,32,23,--,13,--
30-Sep-17,Belfast,Neurosurgery,Acute Services,15,24,7,1,--,0,--
30-Sep-17,Belfast,Plastic Surgery,Acute Services,77,57,90,36,--,71,--
30-Sep-17,Belfast,Paediatric Surgery,Acute Services,83,80,110,46,--,140,--
30-Sep-17,Belfast,Anaesthetics,Acute Services,1,0,0,1,--,3,--
30-Sep-17,Belfast,Pain Management,Acute Services,163,133,71,18,--,87,--
30-Sep-17,Belfast,General Medicine,Acute Services,5,3,1,0,--,0,--
30-Sep-17,Belfast,Gastroenterology,Acute Services,643,443,456,126,--,12,--
30-Sep-17,Belfast,Endocrinology,Acute Services,6,3,2,2,--,1,--
30-Sep-17,Belfast,Cardiology,Acute Services,152,70,71,42,--,10,--
30-Sep-17,Belfast,Dermatology,Acute Services,25,43,30,11,--,42,--
30-Sep-17,Belfast,Thoracic Medicine,Acute Services,7,2,1,0,--,6,--
30-Sep-17,Belfast,Nephrology,Acute Services,24,1,2,0,--,0,--
30-Sep-17,Belfast,Neurology,Acute Services,29,9,7,3,--,3,--
30-Sep-17,Belfast,Rheumatology,Acute Services,0,0,1,3,--,4,--
30-Sep-17,Belfast,Paediatrics,Acute Services,75,57,77,48,--,2,--
30-Sep-17,Belfast,Gynaecology,Acute Services,141,120,177,59,--,42,--
30-Sep-17,Belfast,Radiology,Acute Services,15,10,11,8,--,3,--
30-Sep-17,Northern,General Surgery,Acute Services,901,589,319,42,--,12,--
30-Sep-17,Northern,ENT,Acute Services,94,76,88,32,--,13,--
30-Sep-17,Northern,Pain Management,Acute Services,89,119,137,85,--,15,--
30-Sep-17,Northern,General Medicine,Acute Services,0,0,1,0,--,0,--
30-Sep-17,Northern,Gastroenterology,Acute Services,698,408,170,2,--,0,--
30-Sep-17,Northern,Cardiology,Acute Services,100,53,10,0,--,0,--
30-Sep-17,Northern,Dermatology,Acute Services,105,14,1,0,--,0,--
30-Sep-17,Northern,Thoracic Medicine,Acute Services,8,2,0,0,--,0,--
30-Sep-17,Northern,Gynaecology,Acute Services,201,135,58,15,--,8,--
30-Sep-17,Northern,GP Other,Acute Services,104,101,77,19,--,0,--
30-Sep-17,South Eastern,General Surgery,Acute Services,445,311,361,152,--,191,--
30-Sep-17,South Eastern,Urology,Acute Services,338,136,121,20,--,40,--
30-Sep-17,South Eastern,T & O Surgery,Acute Services,2,0,0,0,--,0,--
30-Sep-17,South Eastern,ENT,Acute Services,60,39,57,10,--,8,--
30-Sep-17,South Eastern,Ophthalmology,Acute Services,175,150,118,25,--,0,--
30-Sep-17,South Eastern,Oral Surgery,Acute Services,57,37,23,10,--,15,--
30-Sep-17,South Eastern,Plastic Surgery,Acute Services,233,148,157,59,--,128,--
30-Sep-17,South Eastern,Paediatric Surgery,Acute Services,21,24,38,8,--,0,--
30-Sep-17,South Eastern,Pain Management,Acute Services,76,40,71,35,--,43,--
30-Sep-17,South Eastern,General Medicine,Acute Services,466,350,321,135,--,107,--
30-Sep-17,South Eastern,Haematology (Clinical),Acute Services,1,0,0,0,--,1,--
30-Sep-17,South Eastern,Cardiology,Acute Services,97,37,12,4,--,27,--
30-Sep-17,South Eastern,Dermatology,Acute Services,62,50,38,6,--,1,--
30-Sep-17,South Eastern,Nephrology,Acute Services,2,0,2,0,--,0,--
30-Sep-17,South Eastern,Neurology,Acute Services,0,1,0,0,--,1,--
30-Sep-17,South Eastern,Rheumatology,Acute Services,0,0,0,0,--,1,--
30-Sep-17,South Eastern,Paediatrics,Acute Services,1,1,0,2,--,0,--
30-Sep-17,South Eastern,Geriatric Medicine,Elderly Care,5,0,0,0,--,0,--
30-Sep-17,South Eastern,Gynaecology,Acute Services,84,45,66,40,--,49,--
30-Sep-17,South Eastern,Clinical Oncology,Acute Services,0,0,1,0,--,0,--
30-Sep-17,Southern,General Surgery,Acute Services,652,560,544,179,--,116,--
30-Sep-17,Southern,Urology,Acute Services,128,120,119,65,--,103,--
30-Sep-17,Southern,T & O Surgery,Acute Services,97,69,102,34,--,178,--
30-Sep-17,Southern,ENT,Acute Services,251,165,147,35,--,0,--
30-Sep-17,Southern,Ophthalmology,Acute Services,35,51,48,13,--,1,--
30-Sep-17,Southern,Oral Surgery,Acute Services,6,12,6,0,--,0,--
30-Sep-17,Southern,Pain Management,Acute Services,54,78,58,20,--,382,--
30-Sep-17,Southern,Gastroenterology,Acute Services,301,123,149,48,--,9,--
30-Sep-17,Southern,Haematology (Clinical),Acute Services,32,0,0,0,--,0,--
30-Sep-17,Southern,Cardiology,Acute Services,148,163,154,81,--,185,--
30-Sep-17,Southern,Dermatology,Acute Services,107,72,79,32,--,0,--
30-Sep-17,Southern,Thoracic Medicine,Acute Services,4,1,0,0,--,0,--
30-Sep-17,Southern,Medical Oncology,Acute Services,3,0,0,0,--,0,--
30-Sep-17,Southern,Neurology,Acute Services,8,5,0,0,--,0,--
30-Sep-17,Southern,Rheumatology,Acute Services,134,109,10,1,--,0,--
30-Sep-17,Southern,Paediatrics,Acute Services,2,5,10,7,--,1,--
30-Sep-17,Southern,Gynaecology,Acute Services,125,34,5,1,--,0,--
30-Sep-17,Southern,GP Other,Acute Services,84,22,3,0,--,0,--
30-Sep-17,Southern,Clinical Oncology,Acute Services,27,2,0,0,--,0,--
30-Sep-17,Southern,Joint Consultant Clinics,Acute Services,43,10,21,11,--,0,--
30-Sep-17,Western,General Surgery,Acute Services,284,175,108,55,--,224,--
30-Sep-17,Western,Urology,Acute Services,342,327,170,53,--,5,--
30-Sep-17,Western,T & O Surgery,Acute Services,90,132,145,55,--,753,--
30-Sep-17,Western,ENT,Acute Services,63,68,78,46,--,124,--
30-Sep-17,Western,Ophthalmology,Acute Services,472,487,518,225,--,97,--
30-Sep-17,Western,Oral Surgery,Acute Services,122,104,49,9,--,26,--
30-Sep-17,Western,Pain Management,Acute Services,40,60,55,44,--,99,--
30-Sep-17,Western,General Medicine,Acute Services,787,362,34,16,--,21,--
30-Sep-17,Western,Cardiology,Acute Services,50,56,53,14,--,0,--
30-Sep-17,Western,Gynaecology,Acute Services,140,136,135,52,--,86,--
30-Sep-17,Western,GP Other,Acute Services,104,57,35,0,--,0,--
31-Dec-17,Belfast,General Surgery,Acute Services,560,514,440,257,--,889,--
31-Dec-17,Belfast,Urology,Acute Services,562,394,251,104,--,420,--
31-Dec-17,Belfast,T & O Surgery,Acute Services,64,261,209,96,--,183,--
31-Dec-17,Belfast,ENT,Acute Services,231,293,265,138,--,823,--
31-Dec-17,Belfast,Ophthalmology,Acute Services,765,990,865,430,--,417,--
31-Dec-17,Belfast,Oral Surgery,Acute Services,75,60,27,12,--,51,--
31-Dec-17,Belfast,Restorative Dentistry,Acute Services,50,30,2,1,--,0,--
31-Dec-17,Belfast,Paediatric Dentistry,Acute Services,24,43,22,15,--,11,--
31-Dec-17,Belfast,Neurosurgery,Acute Services,15,19,19,8,--,0,--
31-Dec-17,Belfast,Plastic Surgery,Acute Services,39,71,89,33,--,78,--
31-Dec-17,Belfast,Paediatric Surgery,Acute Services,90,95,92,51,--,195,--
31-Dec-17,Belfast,Anaesthetics,Acute Services,0,0,0,0,--,0,--
31-Dec-17,Belfast,Pain Management,Acute Services,130,180,115,47,--,34,--
31-Dec-17,Belfast,General Medicine,Acute Services,1,0,4,1,--,0,--
31-Dec-17,Belfast,Gastroenterology,Acute Services,621,477,493,218,--,31,--
31-Dec-17,Belfast,Endocrinology,Acute Services,7,4,7,1,--,6,--
31-Dec-17,Belfast,Cardiology,Acute Services,133,109,67,21,--,7,--
31-Dec-17,Belfast,Dermatology,Acute Services,9,12,6,5,--,17,--
31-Dec-17,Belfast,Thoracic Medicine,Acute Services,5,1,0,0,--,7,--
31-Dec-17,Belfast,Nephrology,Acute Services,14,6,1,0,--,0,--
31-Dec-17,Belfast,Neurology,Acute Services,35,5,4,0,--,46,--
31-Dec-17,Belfast,Rheumatology,Acute Services,1,3,1,0,--,8,--
31-Dec-17,Belfast,Paediatrics,Acute Services,40,80,86,29,--,3,--
31-Dec-17,Belfast,Gynaecology,Acute Services,157,179,106,46,--,53,--
31-Dec-17,Belfast,Radiology,Acute Services,15,3,4,7,--,4,--
31-Dec-17,Northern,General Surgery,Acute Services,831,794,444,97,--,7,--
31-Dec-17,Northern,ENT,Acute Services,91,69,49,20,--,16,--
31-Dec-17,Northern,Pain Management,Acute Services,80,108,108,58,--,36,--
31-Dec-17,Northern,Gastroenterology,Acute Services,646,357,173,1,--,0,--
31-Dec-17,Northern,Cardiology,Acute Services,85,70,3,0,--,0,--
31-Dec-17,Northern,Dermatology,Acute Services,101,45,0,0,--,0,--
31-Dec-17,Northern,Thoracic Medicine,Acute Services,16,2,0,0,--,0,--
31-Dec-17,Northern,Gynaecology,Acute Services,167,108,63,14,--,14,--
31-Dec-17,Northern,GP Other,Acute Services,100,102,57,29,--,0,--
31-Dec-17,South Eastern,General Surgery,Acute Services,489,465,304,113,--,259,--
31-Dec-17,South Eastern,Urology,Acute Services,344,271,93,29,--,32,--
31-Dec-17,South Eastern,T & O Surgery,Acute Services,0,1,0,0,--,1,--
31-Dec-17,South Eastern,ENT,Acute Services,44,71,32,10,--,2,--
31-Dec-17,South Eastern,Ophthalmology,Acute Services,142,151,104,31,--,0,--
31-Dec-17,South Eastern,Oral Surgery,Acute Services,48,67,33,9,--,22,--
31-Dec-17,South Eastern,Plastic Surgery,Acute Services,209,164,156,42,--,176,--
31-Dec-17,South Eastern,Paediatric Surgery,Acute Services,19,29,47,9,--,0,--
31-Dec-17,South Eastern,Pain Management,Acute Services,43,56,44,21,--,26,--
31-Dec-17,South Eastern,General Medicine,Acute Services,529,328,268,178,--,200,--
31-Dec-17,South Eastern,Gastroenterology,Acute Services,1,0,0,0,--,0,--
31-Dec-17,South Eastern,Haematology (Clinical),Acute Services,0,0,1,0,--,1,--
31-Dec-17,South Eastern,Cardiology,Acute Services,108,45,15,11,--,26,--
31-Dec-17,South Eastern,Dermatology,Acute Services,44,46,32,7,--,0,--
31-Dec-17,South Eastern,Nephrology,Acute Services,0,0,0,0,--,0,--
31-Dec-17,South Eastern,Neurology,Acute Services,4,5,0,1,--,1,--
31-Dec-17,South Eastern,Rheumatology,Acute Services,2,0,0,0,--,1,--
31-Dec-17,South Eastern,Paediatrics,Acute Services,0,0,0,0,--,0,--
31-Dec-17,South Eastern,Geriatric Medicine,Elderly Care,1,1,0,0,--,0,--
31-Dec-17,South Eastern,Gynaecology,Acute Services,84,57,44,11,--,38,--
31-Dec-17,Southern,General Surgery,Acute Services,669,629,432,171,--,150,--
31-Dec-17,Southern,Urology,Acute Services,180,156,109,54,--,162,--
31-Dec-17,Southern,T & O Surgery,Acute Services,113,164,92,34,--,232,--
31-Dec-17,Southern,ENT,Acute Services,219,233,174,43,--,1,--
31-Dec-17,Southern,Ophthalmology,Acute Services,28,67,36,12,--,0,--
31-Dec-17,Southern,Oral Surgery,Acute Services,3,21,9,4,--,0,--
31-Dec-17,Southern,Pain Management,Acute Services,47,91,84,45,--,340,--
31-Dec-17,Southern,Gastroenterology,Acute Services,296,140,113,23,--,5,--
31-Dec-17,Southern,Haematology (Clinical),Acute Services,38,2,1,0,--,0,--
31-Dec-17,Southern,Cardiology,Acute Services,136,165,135,98,--,288,--
31-Dec-17,Southern,Dermatology,Acute Services,147,114,66,20,--,0,--
31-Dec-17,Southern,Thoracic Medicine,Acute Services,5,1,0,0,--,0,--
31-Dec-17,Southern,Medical Oncology,Acute Services,2,0,0,0,--,0,--
31-Dec-17,Southern,Neurology,Acute Services,7,6,0,0,--,0,--
31-Dec-17,Southern,Rheumatology,Acute Services,125,87,11,0,--,0,--
31-Dec-17,Southern,Paediatrics,Acute Services,2,12,7,5,--,1,--
31-Dec-17,Southern,Gynaecology,Acute Services,142,69,6,3,--,0,--
31-Dec-17,Southern,GP Other,Acute Services,93,13,3,1,--,0,--
31-Dec-17,Southern,Clinical Oncology,Acute Services,24,0,0,0,--,0,--
31-Dec-17,Southern,Joint Consultant Clinics,Acute Services,30,2,31,4,--,0,--
31-Dec-17,Western,General Surgery,Acute Services,329,216,108,29,--,214,--
31-Dec-17,Western,Urology,Acute Services,402,402,161,26,--,2,--
31-Dec-17,Western,T & O Surgery,Acute Services,93,160,77,77,--,737,--
31-Dec-17,Western,ENT,Acute Services,77,87,78,41,--,106,--
31-Dec-17,Western,Ophthalmology,Acute Services,521,601,399,216,--,129,--
31-Dec-17,Western,Oral Surgery,Acute Services,110,92,58,27,--,51,--
31-Dec-17,Western,Pain Management,Acute Services,35,55,53,41,--,79,--
31-Dec-17,Western,General Medicine,Acute Services,747,351,38,15,--,64,--
31-Dec-17,Western,Cardiology,Acute Services,56,80,40,5,--,2,--
31-Dec-17,Western,Gynaecology,Acute Services,146,86,96,38,--,95,--
31-Dec-17,Western,GP Other,Acute Services,100,84,18,0,--,0,--
31-Mar-18,Belfast,General Surgery,Acute Services,869,641,455,234,--,"1,058",--
31-Mar-18,Belfast,Urology,Acute Services,672,316,373,188,--,523,--
31-Mar-18,Belfast,T & O Surgery,Acute Services,50,216,192,99,--,213,--
31-Mar-18,Belfast,ENT,Acute Services,213,309,286,183,--,"1,188",--
31-Mar-18,Belfast,Ophthalmology,Acute Services,816,974,827,499,--,441,--
31-Mar-18,Belfast,Oral Surgery,Acute Services,90,76,31,16,--,47,--
31-Mar-18,Belfast,Restorative Dentistry,Acute Services,46,22,10,0,--,0,--
31-Mar-18,Belfast,Paediatric Dentistry,Acute Services,50,27,29,15,--,12,--
31-Mar-18,Belfast,Neurosurgery,Acute Services,4,14,20,10,--,2,--
31-Mar-18,Belfast,Plastic Surgery,Acute Services,56,101,56,41,--,111,--
31-Mar-18,Belfast,Paediatric Surgery,Acute Services,73,104,89,60,--,218,--
31-Mar-18,Belfast,Anaesthetics,Acute Services,0,0,0,1,--,2,--
31-Mar-18,Belfast,Pain Management,Acute Services,118,98,126,77,--,6,--
31-Mar-18,Belfast,General Medicine,Acute Services,3,0,0,0,--,0,--
31-Mar-18,Belfast,Gastroenterology,Acute Services,728,470,408,112,--,26,--
31-Mar-18,Belfast,Endocrinology,Acute Services,5,12,8,2,--,8,--
31-Mar-18,Belfast,Cardiology,Acute Services,121,108,78,38,--,14,--
31-Mar-18,Belfast,Dermatology,Acute Services,13,11,9,5,--,9,--
31-Mar-18,Belfast,Thoracic Medicine,Acute Services,3,2,2,1,--,7,--
31-Mar-18,Belfast,Nephrology,Acute Services,25,16,6,1,--,0,--
31-Mar-18,Belfast,Neurology,Acute Services,30,14,14,3,--,75,--
31-Mar-18,Belfast,Rheumatology,Acute Services,0,0,0,0,--,9,--
31-Mar-18,Belfast,Paediatrics,Acute Services,33,55,55,59,--,5,--
31-Mar-18,Belfast,Gynaecology,Acute Services,153,171,165,85,--,76,--
31-Mar-18,Belfast,Radiology,Acute Services,14,8,10,0,--,6,--
31-Mar-18,Northern,General Surgery,Acute Services,930,616,403,117,--,12,--
31-Mar-18,Northern,ENT,Acute Services,134,107,41,21,--,10,--
31-Mar-18,Northern,Pain Management,Acute Services,101,85,98,64,--,103,--
31-Mar-18,Northern,Gastroenterology,Acute Services,700,396,63,0,--,0,--
31-Mar-18,Northern,Cardiology,Acute Services,84,88,58,2,--,0,--
31-Mar-18,Northern,Dermatology,Acute Services,53,2,0,0,--,0,--
31-Mar-18,Northern,Thoracic Medicine,Acute Services,17,0,0,0,--,0,--
31-Mar-18,Northern,Gynaecology,Acute Services,189,120,51,24,--,2,--
31-Mar-18,Northern,GP Other,Acute Services,108,61,66,36,--,0,--
31-Mar-18,South Eastern,General Surgery,Acute Services,423,344,337,200,--,321,--
31-Mar-18,South Eastern,Urology,Acute Services,376,252,207,114,--,37,--
31-Mar-18,South Eastern,T & O Surgery,Acute Services,2,0,0,0,--,1,--
31-Mar-18,South Eastern,ENT,Acute Services,70,84,56,5,--,0,--
31-Mar-18,South Eastern,Ophthalmology,Acute Services,164,138,67,15,--,0,--
31-Mar-18,South Eastern,Oral Surgery,Acute Services,42,47,25,20,--,27,--
31-Mar-18,South Eastern,Plastic Surgery,Acute Services,268,177,92,22,--,114,--
31-Mar-18,South Eastern,Paediatric Surgery,Acute Services,32,29,26,7,--,0,--
31-Mar-18,South Eastern,Pain Management,Acute Services,37,19,55,23,--,67,--
31-Mar-18,South Eastern,General Medicine,Acute Services,575,382,329,135,--,147,--
31-Mar-18,South Eastern,Haematology (Clinical),Acute Services,5,0,0,0,--,1,--
31-Mar-18,South Eastern,Cardiology,Acute Services,112,92,20,4,--,27,--
31-Mar-18,South Eastern,Dermatology,Acute Services,40,24,18,5,--,1,--
31-Mar-18,South Eastern,Nephrology,Acute Services,1,0,0,0,--,0,--
31-Mar-18,South Eastern,Neurology,Acute Services,16,2,2,0,--,2,--
31-Mar-18,South Eastern,Rheumatology,Acute Services,10,3,0,0,--,1,--
31-Mar-18,South Eastern,Paediatrics,Acute Services,0,0,0,0,--,0,--
31-Mar-18,South Eastern,Geriatric Medicine,Elderly Care,1,1,1,0,--,0,--
31-Mar-18,South Eastern,Gynaecology,Acute Services,96,47,42,5,--,66,--
31-Mar-18,South Eastern,Clinical Oncology,Acute Services,1,0,0,0,--,0,--
31-Mar-18,Southern,General Surgery,Acute Services,676,416,303,181,--,239,--
31-Mar-18,Southern,Urology,Acute Services,132,130,153,85,--,279,--
31-Mar-18,Southern,T & O Surgery,Acute Services,98,167,146,80,--,299,--
31-Mar-18,Southern,ENT,Acute Services,219,233,188,96,--,31,--
31-Mar-18,Southern,Ophthalmology,Acute Services,72,30,32,5,--,0,--
31-Mar-18,Southern,Oral Surgery,Acute Services,2,22,15,5,--,0,--
31-Mar-18,Southern,Pain Management,Acute Services,43,49,65,41,--,326,--
31-Mar-18,Southern,Gastroenterology,Acute Services,366,197,62,23,--,6,--
31-Mar-18,Southern,Haematology (Clinical),Acute Services,22,1,0,0,--,0,--
31-Mar-18,Southern,Cardiology,Acute Services,189,138,148,82,--,180,--
31-Mar-18,Southern,Dermatology,Acute Services,118,65,76,34,--,0,--
31-Mar-18,Southern,Thoracic Medicine,Acute Services,11,0,0,0,--,0,--
31-Mar-18,Southern,Medical Oncology,Acute Services,6,0,0,0,--,0,--
31-Mar-18,Southern,Neurology,Acute Services,8,9,4,0,--,0,--
31-Mar-18,Southern,Rheumatology,Acute Services,137,94,16,5,--,0,--
31-Mar-18,Southern,Paediatrics,Acute Services,8,6,6,8,--,1,--
31-Mar-18,Southern,Gynaecology,Acute Services,123,68,38,18,--,0,--
31-Mar-18,Southern,GP Other,Acute Services,180,15,3,0,--,0,--
31-Mar-18,Southern,Clinical Oncology,Acute Services,22,0,0,0,--,0,--
31-Mar-18,Southern,Joint Consultant Clinics,Acute Services,66,32,18,1,--,13,--
31-Mar-18,Western,General Surgery,Acute Services,246,168,171,71,--,218,--
31-Mar-18,Western,Urology,Acute Services,349,350,347,28,--,0,--
31-Mar-18,Western,T & O Surgery,Acute Services,122,113,107,71,--,675,--
31-Mar-18,Western,ENT,Acute Services,62,72,68,51,--,103,--
31-Mar-18,Western,Ophthalmology,Acute Services,506,525,512,259,--,167,--
31-Mar-18,Western,Oral Surgery,Acute Services,106,72,39,45,--,76,--
31-Mar-18,Western,Pain Management,Acute Services,51,73,41,25,--,62,--
31-Mar-18,Western,General Medicine,Acute Services,852,314,43,20,--,83,--
31-Mar-18,Western,Cardiology,Acute Services,81,57,38,0,--,0,--
31-Mar-18,Western,Gynaecology,Acute Services,124,115,89,34,--,70,--
31-Mar-18,Western,GP Other,Acute Services,83,46,9,2,--,0,--
30-Jun-18,Belfast,General Surgery,Acute Services,727,695,739,359,--,"1,124",--
30-Jun-18,Belfast,Urology,Acute Services,583,251,396,137,--,555,--
30-Jun-18,Belfast,T & O Surgery,Acute Services,59,266,195,99,--,281,--
30-Jun-18,Belfast,ENT,Acute Services,228,276,330,179,--,"1,442",--
30-Jun-18,Belfast,Ophthalmology,Acute Services,898,"1,028",947,461,--,632,--
30-Jun-18,Belfast,Oral Surgery,Acute Services,71,49,37,33,--,40,--
30-Jun-18,Belfast,Restorative Dentistry,Acute Services,33,32,7,1,--,1,--
30-Jun-18,Belfast,Paediatric Dentistry,Acute Services,25,30,41,9,--,13,--
30-Jun-18,Belfast,Neurosurgery,Acute Services,6,19,0,7,--,2,--
30-Jun-18,Belfast,Plastic Surgery,Acute Services,89,64,78,58,--,167,--
30-Jun-18,Belfast,Paediatric Surgery,Acute Services,61,110,82,60,--,261,--
30-Jun-18,Belfast,Anaesthetics,Acute Services,2,0,0,0,--,1,--
30-Jun-18,Belfast,Pain Management,Acute Services,111,119,52,19,--,16,--
30-Jun-18,Belfast,General Medicine,Acute Services,1,0,1,0,--,0,--
30-Jun-18,Belfast,Gastroenterology,Acute Services,670,556,568,230,--,25,--
30-Jun-18,Belfast,Endocrinology,Acute Services,7,9,9,7,--,11,--
30-Jun-18,Belfast,Cardiology,Acute Services,118,80,51,16,--,12,--
30-Jun-18,Belfast,Dermatology,Acute Services,17,15,8,1,--,2,--
30-Jun-18,Belfast,Thoracic Medicine,Acute Services,4,6,2,2,--,7,--
30-Jun-18,Belfast,Nephrology,Acute Services,22,12,3,4,--,0,--
30-Jun-18,Belfast,Neurology,Acute Services,30,5,14,7,--,79,--
30-Jun-18,Belfast,Rheumatology,Acute Services,1,1,2,0,--,12,--
30-Jun-18,Belfast,Paediatrics,Acute Services,41,44,38,31,--,14,--
30-Jun-18,Belfast,Gynaecology,Acute Services,175,164,130,70,--,78,--
30-Jun-18,Belfast,Radiology,Acute Services,15,4,0,1,--,9,--
30-Jun-18,Northern,General Surgery,Acute Services,969,554,461,171,--,5,--
30-Jun-18,Northern,ENT,Acute Services,149,122,97,27,--,11,--
30-Jun-18,Northern,Pain Management,Acute Services,86,117,98,61,--,88,--
30-Jun-18,Northern,Gastroenterology,Acute Services,790,322,69,5,--,0,--
30-Jun-18,Northern,Cardiology,Acute Services,74,73,46,3,--,0,--
30-Jun-18,Northern,Dermatology,Acute Services,80,9,0,0,--,0,--
30-Jun-18,Northern,Thoracic Medicine,Acute Services,26,1,0,0,--,0,--
30-Jun-18,Northern,Gynaecology,Acute Services,203,108,68,29,--,3,--
30-Jun-18,Northern,GP Other,Acute Services,96,69,59,16,--,1,--
30-Jun-18,South Eastern,General Surgery,Acute Services,620,337,233,120,--,345,--
30-Jun-18,South Eastern,Urology,Acute Services,342,190,154,54,--,48,--
30-Jun-18,South Eastern,T & O Surgery,Acute Services,0,0,1,0,--,1,--
