area_code,area,item_code,item,element_code,element,unit,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014
138,Mexico,547,Raspberries,5510,Production,tonnes,1138,1133,2046,2249,3045,5044,9351,11477,14726,13559,14343,21468,17009,30411,35627
231,United States of America,547,Raspberries,5312,Area harvested,ha,6293,6192,6192,6192,6515,6840,6718,6515,5099,5500,10158,10036,7042,7527,7912
231,United States of America,547,Raspberries,5419,Yield,hg/ha,81449,83950,83511,100359,110424,121091,111407,99421,56221,101605,86651,109109,119710,110642,130827
231,United States of America,547,Raspberries,5510,Production,tonnes,51256,51982,51710,62142,71941,82826,74843,64773,28667,55883,88020,109502,84300,83280,103510
9,Argentina,27,"Rice, paddy",5312,Area harvested,ha,189050,151870,124010,132890,169178,158938,169025,164635,182460,193800,215670,257445,235372,232700,243200
9,Argentina,27,"Rice, paddy",5419,Yield,hg/ha,47798,57495,57197,54002,62661,60165,70610,65604,68278,68842,57646,67901,66617,67187,65042
9,Argentina,27,"Rice, paddy",5510,Production,tonnes,903630,873183,709295,717630,1060083,956253,1193492,1080070,1245800,1334155,1243259,1748075,1567971,1563450,1581810
9,Argentina,27,"Rice, paddy",5525,Seed,tonnes,30000,30000,25000,20000,38500,27412,26928,29368,32872,35274,41256,37928,37928,,
23,Belize,27,"Rice, paddy",5312,Area harvested,ha,3623,4021,4774,4534,3136,3650,2912,3712,3389,4579,4698,4455,2711,3926,3511
23,Belize,27,"Rice, paddy",5419,Yield,hg/ha,27237,30144,26183,29100,34056,48655,40711,47885,34760,45021,43685,42831,45437,52229,46309
23,Belize,27,"Rice, paddy",5510,Production,tonnes,9868,12121,12500,13194,10680,17759,11855,17775,11780,20615,20523,19081,12318,20505,16259
23,Belize,27,"Rice, paddy",5525,Seed,tonnes,322,382,363,251,292,233,297,271,366,353,356,217,314,314,
19,Bolivia (Plurinational State of),27,"Rice, paddy",5312,Area harvested,ha,156312,146108,129884,141175,152193,188382,168399,170005,155401,186804,194237,178273,157502,166299,183172
19,Bolivia (Plurinational State of),27,"Rice, paddy",5419,Yield,hg/ha,19134,22753,19976,29983,21771,25440,26512,20711,21737,22001,22757,24009,30137,26633,24201
19,Bolivia (Plurinational State of),27,"Rice, paddy",5510,Production,tonnes,299083,332437,259452,423278,331336,479246,446462,352104,337800,410994,442017,428007,474664,442912,443285
19,Bolivia (Plurinational State of),27,"Rice, paddy",5525,Seed,tonnes,7414,6866,5963,6554,8500,7600,18106,18536,16743,18000,15000,15000,15000,15000,
21,Brazil,27,"Rice, paddy",5312,Area harvested,ha,3655290,3142640,3145870,3180860,3733148,3915855,2970918,2890930,2850678,2872036,2722459,2752891,2413288,2353152,2340878
21,Brazil,27,"Rice, paddy",5419,Yield,hg/ha,30339,32406,33241,32490,35565,33691,38798,38260,42311,44049,41271,48956,47860,50071,52013
21,Brazil,27,"Rice, paddy",5510,Production,tonnes,11089800,10184000,10457100,10334600,13277008,13192863,11526685,11060700,12061465,12651144,11235986,13476994,11549881,11782549,12175602
21,Brazil,27,"Rice, paddy",5525,Seed,tonnes,238841,239267,242198,286840,303948,228773,221564,218066,220795,211141,217004,185682,181398,179409,
40,Chile,27,"Rice, paddy",5312,Area harvested,ha,25768,28550,27980,28230,24900,25030,27980,21765,20960,23680,24527,25121,23991,21000,22398
40,Chile,27,"Rice, paddy",5419,Yield,hg/ha,52414,50179,50724,49893,47898,46677,57296,50663,57920,53763,38599,51899,62435,62051,60221
40,Chile,27,"Rice, paddy",5510,Production,tonnes,135060,143261,141927,140849,119265,116832,160315,110268,121400,127311,94673,130375,149788,130307,134884
40,Chile,27,"Rice, paddy",5525,Seed,tonnes,4568,4477,4517,3984,4005,4477,3482,3354,3789,3924,4019,3839,3360,3360,
44,Colombia,27,"Rice, paddy",5312,Area harvested,ha,472759,474205,429790,498023,519736,456005,429911,431898,493554,528138,482297,507709,482198,520337,461273
44,Colombia,27,"Rice, paddy",5419,Yield,hg/ha,47324,45472,48001,48536,48038,48388,45717,49020,48887,46956,41223,39589,48066,38371,47836
44,Colombia,27,"Rice, paddy",5510,Production,tonnes,2237270,2156310,2063030,2417190,2496720,2206512,1965414,2117165,2412852,2479921,1988191,2009945,2317710,1996580,2206525
44,Colombia,27,"Rice, paddy",5525,Seed,tonnes,71131,64469,74703,77960,68401,64487,64785,74033,79221,123689,94846,97178,97565,101000,
48,Costa Rica,27,"Rice, paddy",5312,Area harvested,ha,68357,56967,47893,54044,62115,55249,48878,47252,54053,63329,66415,81116,56525,66398,56646
48,Costa Rica,27,"Rice, paddy",5419,Yield,hg/ha,38975,38039,39623,33979,31749,33169,39744,38036,40974,41001,40318,34392,37914,33822,39467
48,Costa Rica,27,"Rice, paddy",5510,Production,tonnes,266420,216699,189768,183637,197211,183254,194261,179728,221474,259656,267772,278975,214308,224570,223564
48,Costa Rica,27,"Rice, paddy",5525,Seed,tonnes,3988,3353,3783,4348,3867,3421,3308,3784,4433,4649,5678,5407,4151,4533,
49,Cuba,27,"Rice, paddy",5312,Area harvested,ha,200110,183855,197945,204600,157826,127197,142829,136099,155514,215751,176429,208046,202708,197823,171572
49,Cuba,27,"Rice, paddy",5419,Yield,hg/ha,27625,32689,34959,34985,30977,28900,30400,32300,28036,26123,25755,27225,31651,34000,34085
49,Cuba,27,"Rice, paddy",5510,Production,tonnes,552800,601000,692000,715800,488900,367600,434200,439600,436000,563600,454400,566400,641600,672600,584800
49,Cuba,27,"Rice, paddy",5525,Seed,tonnes,12870,13856,14322,11048,8904,9998,9527,10886,15103,12350,14563,14190,13848,13848,
56,Dominican Republic,27,"Rice, paddy",5312,Area harvested,ha,120071,147430,150374,131350,134188,153386,152313,155675,161288,182012,186265,174738,160903,160370,163157
56,Dominican Republic,27,"Rice, paddy",5419,Yield,hg/ha,48422,48950,48593,46314,42971,42047,46865,48112,48268,42862,45646,50057,41266,45123,44021
56,Dominican Republic,27,"Rice, paddy",5510,Production,tonnes,581410,721668,730705,608329,576621,644940,713821,748986,778511,780139,850228,874690,663981,723637,718237
56,Dominican Republic,27,"Rice, paddy",5525,Seed,tonnes,14743,15037,13135,13419,15339,15231,15568,16129,18201,18626,17474,16090,16037,16037,
58,Ecuador,27,"Rice, paddy",5312,Area harvested,ha,338652,348886,369798,357564,421548,377300,357558,398151,354841,394813,393137,329957,371170,396770,354136
58,Ecuador,27,"Rice, paddy",5419,Yield,hg/ha,36812,36000,38746,38726,42187,38990,41986,43555,40639,40004,43399,44792,42178,38210,38967
58,Ecuador,27,"Rice, paddy",5510,Production,tonnes,1246630,1255990,1432811,1384715,1778380,1471084,1501238,1734135,1442052,1579406,1706193,1477941,1565535,1516045,1379954
58,Ecuador,27,"Rice, paddy",5525,Seed,tonnes,32573,32444,28126,28318,27213,26516,28256,28000,32548,29000,27000,29000,31000,33000,
60,El Salvador,27,"Rice, paddy",5312,Area harvested,ha,8155,6257,4900,3320,3992,3603,4194,4225,4437,5823,4916,4671,4428,5884,7099
60,El Salvador,27,"Rice, paddy",5419,Yield,hg/ha,57884,60284,59384,67816,66430,72118,73941,74651,79373,69016,70136,54783,63968,61615,58935
60,El Salvador,27,"Rice, paddy",5510,Production,tonnes,47204,37720,29098,22515,26519,25984,31011,31540,35218,40188,34479,25589,28325,36254,41838
60,El Salvador,27,"Rice, paddy",5525,Seed,tonnes,563,441,299,359,389,377,403,410,462,442,420,419,595,311,
69,French Guiana,27,"Rice, paddy",5312,Area harvested,ha,8778,8296,8264,6009,8862,8930,8838,3721,2917,3299,2854,1450,1450,1500,1750
69,French Guiana,27,"Rice, paddy",5419,Yield,hg/ha,22342,38023,27114,39043,28807,19904,17055,25791,25790,19894,18938,60000,60000,60000,47004
69,French Guiana,27,"Rice, paddy",5510,Production,tonnes,19612,31544,22407,23461,25529,17774,15073,9597,7523,6563,5405,8700,8700,9000,8226
69,French Guiana,27,"Rice, paddy",5525,Seed,tonnes,539,537,391,576,580,574,242,190,214,186,94,81,81,85,
89,Guatemala,27,"Rice, paddy",5312,Area harvested,ha,14700,15050,16030,14500,14500,14498,12360,9083,7686,8385,9164,9805,10780,10850,11182
89,Guatemala,27,"Rice, paddy",5419,Yield,hg/ha,30764,30049,24901,22410,24087,25415,27481,25405,37080,27965,34919,30985,28882,29540,29730
89,Guatemala,27,"Rice, paddy",5510,Production,tonnes,45223,45223,39916,32495,34926,36847,33967,23075,28500,23449,32000,30381,31135,32051,33244
89,Guatemala,27,"Rice, paddy",5525,Seed,tonnes,1500,1500,1000,1000,1000,1000,857,763,942,718,1058,1005,1010,1020,
91,Guyana,27,"Rice, paddy",5312,Area harvested,ha,116022,124515,107700,129200,115700,106700,102100,105900,119800,124800,131400,140400,143400,164800,185389
91,Guyana,27,"Rice, paddy",5419,Yield,hg/ha,38715,39823,41253,42276,43181,39400,45906,43314,42321,44351,42329,44038,45279,49988,52715
91,Guyana,27,"Rice, paddy",5510,Production,tonnes,449181,495862,444290,546200,499600,420400,468700,458700,507000,553500,556200,618300,649300,823800,977280
91,Guyana,27,"Rice, paddy",5525,Seed,tonnes,14000,14000,15000,20000,20000,15000,15000,15000,15000,20000,20000,20100,23000,25000,
93,Haiti,27,"Rice, paddy",5312,Area harvested,ha,52000,51200,53500,54300,51200,51800,53000,57800,53000,57500,60765,60323,60186,58808,56631
93,Haiti,27,"Rice, paddy",5419,Yield,hg/ha,25000,20117,20000,19982,20508,20270,20755,22491,20755,22313,23216,23882,24524,28789,25366
93,Haiti,27,"Rice, paddy",5510,Production,tonnes,130000,103000,107000,108500,105000,105000,110000,130000,110000,128300,141075,144063,147599,169300,143650
93,Haiti,27,"Rice, paddy",5525,Seed,tonnes,4608,4815,4887,4608,4662,4770,5202,4770,5175,5355,5445,4500,5293,5293,
95,Honduras,27,"Rice, paddy",5312,Area harvested,ha,3168,3193,3725,7557,5459,5633,5276,9243,9544,9090,7364,8522,8999,8094,7960
95,Honduras,27,"Rice, paddy",5419,Yield,hg/ha,22923,34989,23573,35379,41050,37417,49229,50483,51911,49376,57287,57761,59734,61334,64796
95,Honduras,27,"Rice, paddy",5510,Production,tonnes,7262,11172,8781,26736,22409,21077,25973,46661,49544,44883,42186,49224,53755,49643,51575
95,Honduras,27,"Rice, paddy",5525,Seed,tonnes,153,179,363,262,270,253,444,458,436,353,409,432,398,398,
109,Jamaica,27,"Rice, paddy",5312,Area harvested,ha,13,24,11,13,7,1,1,22,30,37,56,55,61,10,6
109,Jamaica,27,"Rice, paddy",5419,Yield,hg/ha,9231,13750,9091,10769,14286,30000,20000,29545,33333,40541,47397,43064,48762,42000,36667
109,Jamaica,27,"Rice, paddy",5510,Production,tonnes,12,33,10,14,10,3,2,65,100,150,264,235,299,42,22
109,Jamaica,27,"Rice, paddy",5525,Seed,tonnes,3,1,1,1,0,0,2,3,4,6,6,7,1,1,
138,Mexico,27,"Rice, paddy",5312,Area harvested,ha,84069,53232,50457,60000,62400,57479,70470,70949,50286,54230,41748,34037,31795,33137,40642
138,Mexico,27,"Rice, paddy",5419,Yield,hg/ha,41805,42576,45027,45550,44631,50653,47857,41536,44619,48502,51901,50962,56231,54252,57123
138,Mexico,27,"Rice, paddy",5510,Production,tonnes,351447,226639,227194,273300,278500,291149,337250,294697,224371,263028,216676,173461,178787,179776,232159
138,Mexico,27,"Rice, paddy",5525,Seed,tonnes,3504,3300,3834,4026,3876,4430,4412,3099,3646,3012,2209,1963,2041,2154,
157,Nicaragua,27,"Rice, paddy",5312,Area harvested,ha,92818,84082,92128,92972,73644,95667,87812,68352,71169,73755,88314,100377,110892,90819,88712
157,Nicaragua,27,"Rice, paddy",5419,Yield,hg/ha,31201,29281,31853,32002,35103,33106,36392,39482,40055,45355,51406,41177,37753,41563,43399
157,Nicaragua,27,"Rice, paddy",5510,Production,tonnes,289600,246201,293456,297530,258510,316713,319569,269869,285066,334516,453990,413321,418656,377470,385000
157,Nicaragua,27,"Rice, paddy",5525,Seed,tonnes,9996,1417,1895,2341,1960,1872,1872,1900,2000,2400,2600,2400,2300,2400,
166,Panama,27,"Rice, paddy",5312,Area harvested,ha,85612,122452,127560,133880,130100,109500,95670,99500,104648,106778,112856,105250,98380,93050,78220
166,Panama,27,"Rice, paddy",5419,Yield,hg/ha,24229,21332,23156,23600,18707,21475,24292,23817,28767,22619,21660,25640,22493,23665,27813
166,Panama,27,"Rice, paddy",5510,Production,tonnes,207429,261209,295380,315963,243378,235155,232403,236978,301038,241525,244447,269861,221291,220203,217557
166,Panama,27,"Rice, paddy",5525,Seed,tonnes,6032,102,8838,8403,6039,6585,4862,4707,5172,3891,5149,5774,5774,6500,
169,Paraguay,27,"Rice, paddy",5312,Area harvested,ha,26252,26680,27026,30303,31000,33500,42000,42000,33870,50000,59476,78606,80000,97999,120000
169,Paraguay,27,"Rice, paddy",5419,Yield,hg/ha,38492,39797,38841,36383,40323,30448,30000,30952,42720,43000,52998,51936,49500,63000,67000
169,Paraguay,27,"Rice, paddy",5510,Production,tonnes,101049,106179,104973,110250,125000,102000,126000,130000,144692,215000,315213,408246,395998,617397,804000
169,Paraguay,27,"Rice, paddy",5525,Seed,tonnes,1467,1486,1667,1705,1843,2310,2310,1863,2750,3271,4323,4400,5390,5390,
170,Peru,27,"Rice, paddy",5312,Area harvested,ha,287113,302800,316807,313856,286468,357883,343691,337639,379783,404614,388659,359612,390919,395651,381368
170,Peru,27,"Rice, paddy",5419,Yield,hg/ha,65901,66941,66876,67942,64401,68971,68732,66817,73089,73926,72850,72980,77851,77112,75953
170,Peru,27,"Rice, paddy",5510,Production,tonnes,1892100,2026970,2118679,2132405,1844896,2468357,2362260,2256000,2775800,2991157,2831374,2624458,3043330,3050934,2896613
170,Peru,27,"Rice, paddy",5525,Seed,tonnes,23026,26569,24519,25392,22794,30426,26834,27870,30000,29000,28000,29000,29500,29300,
177,Puerto Rico,27,"Rice, paddy",5312,Area harvested,ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Puerto Rico,27,"Rice, paddy",5419,Yield,hg/ha,,,,,,,,,,,,,,,
177,Puerto Rico,27,"Rice, paddy",5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Saint Vincent and the Grenadines,27,"Rice, paddy",5312,Area harvested,ha,,,,,,,,,,,,,,,
191,Saint Vincent and the Grenadines,27,"Rice, paddy",5419,Yield,hg/ha,,,,,,,,,,,,,,,
191,Saint Vincent and the Grenadines,27,"Rice, paddy",5510,Production,tonnes,,,,,,,,,,,,,,,
207,Suriname,27,"Rice, paddy",5312,Area harvested,ha,41995,50780,40050,52425,49020,45563,44232,42087,43654,54492,53553,56930,51379,58274,62211
207,Suriname,27,"Rice, paddy",5419,Yield,hg/ha,38970,37686,39227,36945,35596,35984,41296,42534,41892,42092,42329,41331,43622,44965,44341
207,Suriname,27,"Rice, paddy",5510,Production,tonnes,163655,191370,157105,193685,174490,163955,182659,179012,182877,229370,226686,235298,224127,262029,275851
207,Suriname,27,"Rice, paddy",5525,Seed,tonnes,5000,8000,5000,8000,8000,8000,6192,5892,6112,6500,7498,7970,7193,7200,
220,Trinidad and Tobago,27,"Rice, paddy",5312,Area harvested,ha,2800,2800,3000,1900,1800,2000,1881,2182,2182,1953,1982,2335,2420,2507,3320
220,Trinidad and Tobago,27,"Rice, paddy",5419,Yield,hg/ha,22343,11650,12940,9052,9556,10410,8267,11059,12269,11398,11398,11404,8768,11404,8771
220,Trinidad and Tobago,27,"Rice, paddy",5510,Production,tonnes,6256,3262,3882,1720,1720,2082,1555,2413,2677,2226,2259,2663,2122,2859,2912
220,Trinidad and Tobago,27,"Rice, paddy",5525,Seed,tonnes,224,240,152,144,160,150,175,175,156,159,187,194,201,201,
231,United States of America,27,"Rice, paddy",5312,Area harvested,ha,1229853,1341143,1297840,1212860,1345590,1361380,1141630,1112088,1204357,1255750,1462950,1059063,1084154,999180,1186960
231,United States of America,27,"Rice, paddy",5419,Yield,hg/ha,70397,72807,73730,74759,78328,74245,77313,80917,76731,79413,75375,79210,83487,86232,84919
231,United States of America,27,"Rice, paddy",5510,Production,tonnes,8657819,9764495,9568985,9067175,10539760,10107535,8826227,8998728,9241173,9972230,11027010,8388793,9051265,8616120,10079500
231,United States of America,27,"Rice, paddy",5525,Seed,tonnes,186653,181392,167828,185972,190500,158700,154220,167829,176901,175313,203306,150577,138600,150000,
234,Uruguay,27,"Rice, paddy",5312,Area harvested,ha,189402,153676,160234,153400,186465,184000,177300,145400,168377,160700,161900,196000,181371,172500,167400
234,Uruguay,27,"Rice, paddy",5419,Yield,hg/ha,63840,67037,58632,59042,67712,66005,72893,78796,78989,80100,70954,83827,78513,78812,80544
234,Uruguay,27,"Rice, paddy",5510,Production,tonnes,1209139,1030198,939489,905700,1262600,1214500,1292400,1145700,1330000,1287200,1148738,1643000,1424000,1359500,1348300
234,Uruguay,27,"Rice, paddy",5525,Seed,tonnes,21518,22433,21476,26105,25760,24822,20356,23573,22498,22666,27440,27300,26600,26600,
236,Venezuela (Bolivarian Republic of),27,"Rice, paddy",5312,Area harvested,ha,138202,154203,134294,137404,198780,215979,226829,208825,263000,250000,187705,170662,209493,214930,226597
236,Venezuela (Bolivarian Republic of),27,"Rice, paddy",5419,Yield,hg/ha,48970,49355,49754,46650,48787,46510,49503,50514,51881,47758,42908,47829,49924,50436,51106
236,Venezuela (Bolivarian Republic of),27,"Rice, paddy",5510,Production,tonnes,676775,761064,668164,640988,969784,1004518,1122870,1054857,1364464,1193957,805412,816254,1045878,1084012,1158056
236,Venezuela (Bolivarian Republic of),27,"Rice, paddy",5525,Seed,tonnes,16962,14772,15114,21866,23758,24951,22971,28930,27500,20648,18773,18791,26118,26118,
9,Argentina,71,Rye,5312,Area harvested,ha,89495,64029,56450,38601,62460,28675,14750,38700,33580,26430,24100,23405,22725,31965,51112
9,Argentina,71,Rye,5419,Yield,hg/ha,14498,13514,14021,9500,14709,11533,11853,19943,10083,9510,18448,18419,17470,16308,19056
9,Argentina,71,Rye,5510,Production,tonnes,129750,86530,79150,36670,91870,33070,17483,77180,33859,25135,44460,43110,39700,52130,97398
9,Argentina,71,Rye,5525,Seed,tonnes,20000,15000,12000,12000,12000,11055,11359,10143,7605,7930,7802,7575,10650,10650,
19,Bolivia (Plurinational State of),71,Rye,5312,Area harvested,ha,298,300,305,417,422,428,432,435,439,113,122,112,115,106,96
19,Bolivia (Plurinational State of),71,Rye,5419,Yield,hg/ha,6879,7000,6885,8969,9147,9299,9375,9494,9567,8761,8689,8750,9212,9281,9904
19,Bolivia (Plurinational State of),71,Rye,5510,Production,tonnes,205,210,210,374,386,398,405,413,420,99,106,98,106,99,95
19,Bolivia (Plurinational State of),71,Rye,5525,Seed,tonnes,30,31,42,42,43,43,44,44,11,12,11,11,11,11,
21,Brazil,71,Rye,5312,Area harvested,ha,6710,6943,4847,2738,3402,4543,2932,3866,4748,3629,2343,2341,5554,3744,3082
21,Brazil,71,Rye,5419,Yield,hg/ha,10121,11949,10466,13930,12684,13447,8025,11950,12816,10805,13508,15032,14003,15339,14445
21,Brazil,71,Rye,5510,Production,tonnes,6791,8296,5073,3814,4315,6109,2353,4620,6085,3921,3165,3519,7777,5743,4452
21,Brazil,71,Rye,5525,Seed,tonnes,676,532,281,340,468,392,387,475,363,234,234,555,384,250,
33,Canada,71,Rye,5312,Area harvested,ha,114500,123000,76800,147300,156800,136100,163900,115300,131500,115400,95200,78900,123300,86900,82100
33,Canada,71,Rye,5419,Yield,hg/ha,22734,18520,17422,22206,25351,24276,23362,21856,24046,24307,24412,24677,27299,25650,23715
33,Canada,71,Rye,5510,Production,tonnes,260300,227800,133800,327100,397500,330400,382900,252000,316200,280500,232400,194700,336600,222900,194700
33,Canada,71,Rye,5525,Seed,tonnes,15400,13500,14000,15000,20600,16600,21600,13500,13400,10300,10000,8000,6000,7000,
40,Chile,71,Rye,5312,Area harvested,ha,1158,1167,78,47,47,575,667,1117,1117,2135,1456,1490,404,818,818
40,Chile,71,Rye,5419,Yield,hg/ha,20691,32005,28077,27021,27021,34452,29325,44915,44915,39705,32785,43154,35347,50697,44658
40,Chile,71,Rye,5510,Production,tonnes,2396,3735,219,127,127,1981,1956,5017,5017,8477,4774,6430,1428,4147,3653
40,Chile,71,Rye,5525,Seed,tonnes,187,12,8,8,92,107,179,179,342,233,238,65,131,131,
58,Ecuador,71,Rye,5312,Area harvested,ha,109,126,122,120,105,110,115,130,132,134,135,136,150,150,134
58,Ecuador,71,Rye,5419,Yield,hg/ha,6448,6632,6752,6848,7048,7000,6957,6923,6762,6605,6463,6332,6000,6000,6245
58,Ecuador,71,Rye,5510,Production,tonnes,70,83,83,82,74,77,80,90,89,88,87,86,90,90,83
58,Ecuador,71,Rye,5525,Seed,tonnes,20,20,20,21,22,22,22,22,22,23,23,23,23,23,
138,Mexico,71,Rye,5312,Area harvested,ha,0,18,20,2,4,25,25,17,17,17,42,2,20,18,22
138,Mexico,71,Rye,5419,Yield,hg/ha,,26343,26500,10000,17500,11200,16800,90000,11176,11765,13095,15000,10000,17222,6364
138,Mexico,71,Rye,5510,Production,tonnes,0,49,53,2,7,28,42,153,19,20,55,3,20,31,14
138,Mexico,71,Rye,5525,Seed,tonnes,2,2,0,0,3,3,2,2,2,4,3,2,2,2,
170,Peru,71,Rye,5312,Area harvested,ha,105,102,80,87,75,90,160,90,141,169,125,129,89,111,113
170,Peru,71,Rye,5419,Yield,hg/ha,9143,8627,8375,10115,9200,9556,9813,9000,9291,8757,9920,10698,9101,10667,9823
170,Peru,71,Rye,5510,Production,tonnes,96,88,67,88,69,86,157,81,131,148,124,138,81,118,111
170,Peru,71,Rye,5525,Seed,tonnes,7,6,6,5,6,11,6,10,12,9,9,6,8,8,
231,United States of America,71,Rye,5312,Area harvested,ha,119788,101173,106433,129096,121407,112909,110885,101982,108862,101980,107240,97934,100362,112500,104410
231,United States of America,71,Rye,5419,Yield,hg/ha,17782,17313,15484,16988,17271,16956,16477,15719,18618,17418,17602,16407,17574,17219,17490
231,United States of America,71,Rye,5510,Production,tonnes,213013,175165,164802,219312,209685,191447,182709,160306,202675,177630,188760,160681,176378,193710,182610
231,United States of America,71,Rye,5525,Seed,tonnes,81647,76200,76200,76200,76200,76200,76200,76200,76200,76200,76200,76200,85000,86000,
9,Argentina,280,Safflower seed,5312,Area harvested,ha,34400,53400,29500,22000,30400,47800,25250,74300,44100,96968,66100,79256,161479,87470,5724
9,Argentina,280,Safflower seed,5419,Yield,hg/ha,8968,8180,7966,6045,5921,10619,7050,7806,7592,8971,6634,7077,6704,5690,5398
9,Argentina,280,Safflower seed,5510,Production,tonnes,30850,43680,23500,13300,18000,50760,17800,58000,33480,86991,43850,56086,108250,49770,3090
9,Argentina,280,Safflower seed,5525,Seed,tonnes,2628,1485,1035,1368,2196,1204,3398,1985,4486,3317,4160,7692,7692,7692,
33,Canada,280,Safflower seed,5312,Area harvested,ha,4800,2400,1600,2000,2500,2468,2376,2405,2433,2461,2488,2514,2540,2566,2590
33,Canada,280,Safflower seed,5419,Yield,hg/ha,13958,12083,6875,10000,11288,11133,10839,10963,11088,11212,11337,11461,11586,11710,11834
33,Canada,280,Safflower seed,5510,Production,tonnes,6700,2900,1100,2000,2821,2747,2575,2636,2698,2759,2820,2882,2943,3004,3066
138,Mexico,280,Safflower seed,5312,Area harvested,ha,84705,112945,52758,146600,212000,86957,69883,93141,65000,65344,83948,62800,172866,80454,114574
138,Mexico,280,Safflower seed,5419,Yield,hg/ha,11385,9868,10018,13683,10890,10858,10523,12168,14833,11746,11564,20847,14893,11409,12604
138,Mexico,280,Safflower seed,5510,Production,tonnes,96438,111459,52855,200587,230866,94422,73536,113334,96413,76750,97078,130922,257451,91788,144411
138,Mexico,280,Safflower seed,5525,Seed,tonnes,5444,3288,6336,8960,4830,3862,4348,3669,3268,4033,4096,7145,3855,3880,
231,United States of America,280,Safflower seed,5312,Area harvested,ha,79724,71630,74868,86199,64346,66167,72440,69404,78915,66980,67870,51520,64790,69080,68880
231,United States of America,280,Safflower seed,5419,Yield,hg/ha,16075,15215,16088,14458,13490,15013,12333,13767,17843,16387,14793,14938,12178,13804,13740
231,United States of America,280,Safflower seed,5510,Production,tonnes,128160,108982,120451,124627,86802,99334,89337,95547,140810,109760,100400,76960,78900,95360,94640
231,United States of America,280,Safflower seed,5525,Seed,tonnes,4300,5000,5100,4000,2500,3000,3000,3000,708,708,529,688,710,710,
8,Antigua and Barbuda,328,Seed cotton,5312,Area harvested,ha,600,600,650,700,700,700,700,700,700,700,700,700,560,565,570
8,Antigua and Barbuda,328,Seed cotton,5419,Yield,hg/ha,1333,1417,1385,1357,1357,1357,1357,1357,1357,1357,1357,1357,1786,1858,1930
8,Antigua and Barbuda,328,Seed cotton,5510,Production,tonnes,80,85,90,95,95,95,95,95,95,95,95,95,100,105,110
9,Argentina,328,Seed cotton,5312,Area harvested,ha,332090,388153,164731,145723,254913,374700,304397,393005,303383,289785,440872,623399,528221,342755,512821
9,Argentina,328,Seed cotton,5419,Yield,hg/ha,12577,13124,13243,13828,13879,11965,13725,13877,16270,13407,17091,16563,13416,15172,19883
9,Argentina,328,Seed cotton,5510,Production,tonnes,417680,509405,218159,201506,353799,448315,417770,545382,493601,388528,753502,1032542,708650,520028,1019653
19,Bolivia (Plurinational State of),328,Seed cotton,5312,Area harvested,ha,90000,80000,80000,80000,80000,110500,111000,114800,102300,118900,121000,125000,126000,126000,126000
19,Bolivia (Plurinational State of),328,Seed cotton,5419,Yield,hg/ha,5000,10000,10442,10349,10504,9916,9702,9504,9311,8806,8843,8800,9127,9206,9286
19,Bolivia (Plurinational State of),328,Seed cotton,5510,Production,tonnes,45000,80000,83535,82791,84034,109569,107691,109106,95253,104700,107000,110000,115000,116000,117000
21,Brazil,328,Seed cotton,5312,Area harvested,ha,801618,875107,768182,717832,1150040,1263324,898008,1125256,1063817,811686,829753,1405135,1381919,943742,1129399
21,Brazil,328,Seed cotton,5419,Yield,hg/ha,25079,30239,28250,30671,33054,29037,32287,36532,37442,35698,35551,36087,35958,36209,37513
21,Brazil,328,Seed cotton,5510,Production,tonnes,2010350,2646270,2170120,2201690,3801382,3668286,2899396,4110822,3983181,2897542,2949845,5070717,4969064,3417196,4236763
44,Colombia,328,Seed cotton,5312,Area harvested,ha,48226,53353,43866,44328,66258,70667,55932,54497,43979,40035,44501,44348,46122,30682,33516
44,Colombia,328,Seed cotton,5419,Yield,hg/ha,23039,21366,21021,20809,23353,19662,19336,23041,17418,17716,20521,21762,21134,20923,24913
44,Colombia,328,Seed cotton,5510,Production,tonnes,111106,113992,92211,92244,154733,138945,108150,125564,76603,70926,91321,96508,97474,64194,83498
48,Costa Rica,328,Seed cotton,5312,Area harvested,ha,300,300,300,300,300,783,783,1150,1610,690,777,822,850,850,850
48,Costa Rica,328,Seed cotton,5419,Yield,hg/ha,8788,8625,8481,8340,8245,7663,7663,7670,7671,7667,7692,7622,7647,7647,7765
48,Costa Rica,328,Seed cotton,5510,Production,tonnes,264,259,254,250,247,600,600,882,1235,529,598,626,650,650,660
49,Cuba,328,Seed cotton,5312,Area harvested,ha,,,,,,,,,,,,,,,
49,Cuba,328,Seed cotton,5419,Yield,hg/ha,,,,,,,,,,,,,,,
49,Cuba,328,Seed cotton,5510,Production,tonnes,,,,,,,,,,,,,,,
56,Dominican Republic,328,Seed cotton,5312,Area harvested,ha,,,,,,,,,,,,,,,
56,Dominican Republic,328,Seed cotton,5419,Yield,hg/ha,,,,,,,,,,,,,,,
56,Dominican Republic,328,Seed cotton,5510,Production,tonnes,,,,,,,,,,,,,,,
58,Ecuador,328,Seed cotton,5312,Area harvested,ha,4181,6011,3196,1000,2733,2624,2650,2700,2900,3000,3000,3000,3250,3300,3300
