id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,scheduled_delivery_date,delivered_to_client_date,product_group,sub_classification,vendor,item_id,item_description,brand,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,weight_kilograms,freight_cost_usd,line_item_insurance_usd
85859,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,3-Jul-12,28-Jun-12,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,33156,257953.68,7.78,0.13,Mylan (formerly Matrix) Nashik,See DN-2663 (ID#:82478),See DN-2663 (ID#:82478),361.65
85861,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,3-Sep-12,3-Sep-12,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,200,824,4.12,0.14,"Strides, Bangalore, India.",See DN-2678 (ID#:83040),See DN-2678 (ID#:83040),1.16
85862,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,4-Jul-12,3-Jun-12,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,3479,35798.91,10.29,0.17,Mylan (formerly Matrix) Nashik,See DN-2684 (ID#:82479),See DN-2684 (ID#:82479),50.19
85863,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,20-Jun-12,3-Jun-12,ARV,Adult,SCMS from RDC,SKU0113,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Generic,30,20000,282000,14.1,0.47,Mylan (formerly Matrix) Nashik,2334,17090,395.36
85864,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2-Aug-12,3-Jun-12,ARV,Pediatric,SCMS from RDC,SKU0066,"Efavirenz 200mg, capsule, 90 Caps",Generic,90,2067,17858.88,8.64,0.1,"Aurobindo Unit III, India",307,17090,25.04
85865,Zambia,PMO - US,From RDC,N/A - From RDC,Air,2-Jul-12,7-Jun-12,HRDT,HIV test,SCMS from RDC,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,5996,479680,80,0.8,"Alere Medical Co., Ltd.",1363,22171.8,672.51
85866,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,900,2097,2.33,0.04,Macleods Daman Plant INDIA,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),2.94
85867,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,120,660,5.5,0.18,Mylan (formerly Matrix) Nashik,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),0.93
85868,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,1300,8853,6.81,0.11,Hetero Unit III Hyderabad IN,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),12.41
85869,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,16-Oct-12,27-Jun-12,ARV,Adult,SCMS from RDC,SKU0104,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Generic,60,2699,7962.05,2.95,0.05,"Strides, Bangalore, India.",See DN-2694 (ID#:82483),See DN-2694 (ID#:82483),13.14
85870,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,20-Jun-12,3-Jun-12,ARV,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,22100,51493,2.33,0.04,"Strides, Bangalore, India.",See DN-2706 (ID#:85272),See DN-2706 (ID#:85272),72.19
85871,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,7-Aug-12,24-Jul-12,ARV,Pediatric,SCMS from RDC,SKU0117,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,240,1600,3360,2.1,0.01,"Aurobindo Unit III, India",See DN-2717 (ID#:83598),See DN-2717 (ID#:83598),4.71
85872,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,1-Aug-12,25-Jul-12,ARV,Adult,SCMS from RDC,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,10000,55000,5.5,0.18,"Aurobindo Unit III, India",See DN-2718 (ID#:84176),See DN-2718 (ID#:84176),77.11
85873,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,15-Aug-12,25-Jul-12,ARV,Pediatric,SCMS from RDC,SKU0126,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Generic,240,29504,57532.8,1.95,0.01,"Aurobindo Unit III, India",10913,3853.89,94.93
85874,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2-Aug-12,9-Jul-12,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,180000,1765800,9.81,0.16,"Aurobindo Unit III, India",23096,21347.13,2475.65
85875,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,4-Sep-12,22-Aug-12,ARV,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,43020,302000.4,7.02,0.12,Mylan (formerly Matrix) Nashik,22479,6483.81,423.4
85876,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,5-Sep-12,30-Jul-12,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,4879,47862.99,9.81,0.16,Mylan (formerly Matrix) Nashik,637,5081.05,67.1
85877,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,16-Oct-12,23-Jul-12,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,17422,66377.82,3.81,0.13,"Aurobindo Unit III, India",See DN-2741 (ID#:84180),See DN-2741 (ID#:84180),109.52
85878,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,31-Jul-12,31-Jul-12,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,45000,347400,7.72,0.13,"Aurobindo Unit III, India",4050,11592.26,487.05
85879,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,31-Aug-12,22-Aug-12,ARV,Adult,SCMS from RDC,SKU0105,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Generic,30,66931,475879.41,7.11,0.24,Mylan (formerly Matrix) Nashik,See DN-2761 (ID#:83606),See DN-2761 (ID#:83606),667.18
85880,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2-Aug-12,24-Jul-12,ARV,Adult,SCMS from RDC,SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,60,6100,79056,12.96,0.22,Mylan (formerly Matrix) Nashik,681,16532.5,110.84
85881,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2-Aug-12,24-Jul-12,ARV,Adult,SCMS from RDC,SKU0107,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,30,28839,159768.06,5.54,0.18,Mylan (formerly Matrix) Nashik,See DN-2769 (ID#:83607),See DN-2769 (ID#:83607),223.99
85882,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,31-Aug-12,16-Aug-12,ARV,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,90,608.4,6.76,0.11,Hetero Unit III Hyderabad IN,5,721.36,0.85
85883,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,20-Aug-12,18-Aug-12,ARV,Adult,SCMS from RDC,SKU0132,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,972,4754.53,182.18
85884,Uganda,PMO - US,From RDC,N/A - From RDC,Air,30-Oct-12,30-Oct-12,ARV,Adult,SCMS from RDC,SKU0107,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,30,40000,221600,5.54,0.18,"Aurobindo Unit VII, IN",See DN-2781 (ID#:83061),See DN-2781 (ID#:83061),310.68
85885,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,24-Aug-12,16-Aug-12,ARV,Adult,SCMS from RDC,SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,60,10537,138561.55,13.15,0.22,"Aurobindo Unit III, India",1048,18613.69,194.26
85886,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,20-Aug-12,14-Aug-12,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,35120,280960,8,0.13,"Aurobindo Unit III, India",See DN-2791 (ID#:83064),See DN-2791 (ID#:83064),393.91
85887,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,20-Aug-12,14-Aug-12,ARV,Adult,SCMS from RDC,SKU0135,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Generic,120,17497,512837.07,29.31,0.24,"Aurobindo Unit III, India",4898,18461.22,719
85888,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,21-Aug-12,30-Aug-12,ARV,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,9000,60840,6.76,0.11,"Aurobindo Unit III, India",486,3028.66,85.3
85889,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,30-Nov-12,14-Sep-12,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,51240,200348.4,3.91,0.13,"Aurobindo Unit III, India",4331,8684.7,280.89
85890,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,11-Dec-12,4-Sep-12,ARV,Adult,SCMS from RDC,SKU0107,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,30,33201,177957.36,5.36,0.18,Hetero Unit III Hyderabad IN,See DN-2804 (ID#:82499),See DN-2804 (ID#:82499),293.63
85891,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,29-Oct-12,27-Aug-12,ARV,Adult,SCMS from RDC,SKU0113,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Generic,30,38160,506383.2,13.27,0.44,Mylan (formerly Matrix) Nashik,See DN-2813 (ID#:82501),See DN-2813 (ID#:82501),709.95
85892,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,14-Feb-13,14-Feb-13,ARV,Adult,SCMS from RDC,SKU0135,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Generic,120,306,8968.86,29.31,0.24,Mylan (formerly Matrix) Nashik,See DN-2812 (ID#:83068),See DN-2812 (ID#:83068),12.57
85893,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2-Oct-12,27-Aug-12,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,58380,450693.6,7.72,0.13,Mylan (formerly Matrix) Nashik,See DN-2816 (ID#:84747),See DN-2816 (ID#:84747),631.87
85894,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,31-Aug-12,13-Aug-12,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,53922,130491.24,2.42,0.04,"Strides, Bangalore, India.",9697,18461.22,182.95
85895,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,28-Sep-12,31-Aug-12,ARV,Adult,SCMS from RDC,SKU0132,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,979,4869.4,182.18
85896,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,24-Sep-12,24-Sep-12,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,1319,10552,8,0.13,Hetero Unit III Hyderabad IN,108,1618.01,14.79
85897,Uganda,PMO - US,From RDC,N/A - From RDC,Air,18-Oct-12,18-Oct-12,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,30348,74049.12,2.44,0.04,Hetero Unit III Hyderabad IN,See DN-2830 (ID#:84751),See DN-2830 (ID#:84751),103.82
85898,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,25-Sep-12,7-Sep-12,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,41926,102299.44,2.44,0.04,Hetero Unit III Hyderabad IN,See DN-2833 (ID#:82506),See DN-2833 (ID#:82506),143.42
85899,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,28-Sep-12,13-Sep-12,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,10078,24590.32,2.44,0.04,"Strides, Bangalore, India.",See DN-2848 (ID#:83078),See DN-2848 (ID#:83078),34.48
85900,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,29-Oct-12,1-Oct-12,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,43772,166771.32,3.81,0.13,"Aurobindo Unit III, India",See DN-2861 (ID#:82513),See DN-2861 (ID#:82513),233.81
85901,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,31-Oct-12,5-Oct-12,ARV,Adult,SCMS from RDC,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,1781,8584.42,4.82,0.16,Mylan (formerly Matrix) Nashik,99,1113,12.04
85902,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,15-Oct-12,5-Oct-12,ARV,Adult,SCMS from RDC,SKU0132,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,30,10080,144950.4,14.38,0.48,Mylan (formerly Matrix) Nashik,1143,8158.93,203.22
85903,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,30-Nov-12,30-Nov-12,ARV,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,270,599.4,2.22,0.04,Hetero Unit III Hyderabad IN,See DN-2871 (ID#:83626),See DN-2871 (ID#:83626),0.84
85904,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,30-Oct-12,24-Oct-12,ARV,Adult,SCMS from RDC,SKU0162,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Generic,30,2880,64800,22.5,0.75,"Aurobindo Unit III, India",See DN-2880 (ID#:85310),See DN-2880 (ID#:85310),90.85
85905,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,24-Oct-12,17-Oct-12,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,28057,216600.04,7.72,0.13,Hetero Unit III Hyderabad IN,See DN-2886 (ID#:82519),See DN-2886 (ID#:82519),303.67
85906,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,24-Oct-12,17-Oct-12,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,88208,213463.36,2.42,0.04,"Strides, Bangalore, India.",See DN-2886 (ID#:82519),See DN-2886 (ID#:82519),299.28
85907,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,7-Nov-12,17-Oct-12,ARV,Adult,SCMS from RDC,SKU0107,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,30,18486,99084.96,5.36,0.18,"Cipla, Kurkumbh, India",See DN-2887 (ID#:82520),See DN-2887 (ID#:82520),138.92
85908,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,30-Nov-12,6-Nov-12,ARV,Pediatric,SCMS from RDC,SKU0093,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Generic,60,17600,40480,2.3,0.04,"Cipla, Goa, India",3526,8977,56.75
85909,Uganda,PMO - US,From RDC,N/A - From RDC,Air,6-Dec-12,29-Oct-12,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,510,1234.2,2.42,0.04,Hetero Unit III Hyderabad IN,See DN-2897 (ID#:84198),See DN-2897 (ID#:84198),1.73
85910,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,30-Nov-12,14-Nov-12,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,149997,1471470.57,9.81,0.16,"Aurobindo Unit III, India",17605,6323.1,2063
85911,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,30-Nov-12,14-Nov-12,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,24732,190931.04,7.72,0.13,Hetero Unit III Hyderabad IN,2143,6323.1,267.69
85912,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,15-Nov-12,5-Nov-12,ARV,Adult,SCMS from RDC,SKU0132,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,30,133000,1912540,14.38,0.48,Mylan (formerly Matrix) Nashik,15075,10809.09,2681.38
85913,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,16-Jan-13,16-Jan-13,ARV,Adult,SCMS from RDC,SKU0104,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Generic,60,5468,16130.6,2.95,0.05,Hetero Unit III Hyderabad IN,437,2928.4,22.62
85914,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,16-Jan-13,16-Jan-13,ARV,Adult,SCMS from RDC,SKU0104,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Generic,60,13152,38798.4,2.95,0.05,Hetero Unit III Hyderabad IN,1045,6152,54.4
85915,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,19-Nov-12,19-Nov-12,ARV,Pediatric,SCMS from RDC,SKU0131,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Generic,60,2267,6256.92,2.76,0.05,"Aurobindo Unit III, India",See DN-2913 (ID#:84764),See DN-2913 (ID#:84764),8.77
85916,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,7-Nov-12,7-Nov-12,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,116000,1115920,9.62,0.16,Hetero Unit III Hyderabad IN,17521,15459.09,1564.52
85917,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,15-Nov-12,6-Nov-12,ARV,Adult,SCMS from RDC,SKU0113,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Generic,30,56404,748481.08,13.27,0.44,Mylan (formerly Matrix) Nashik,6886,15459.09,1049.37
85918,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,30-Nov-12,4-Dec-12,ARV,Adult,SCMS from RDC,SKU0107,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,30,15594,83583.84,5.36,0.18,"Cipla, Kurkumbh, India",See DN-2945 (ID#:82533),See DN-2945 (ID#:82533),117.18
85919,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,5-Feb-13,5-Feb-13,ARV,Adult,SCMS from RDC,SKU0107,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Generic,30,48,257.28,5.36,0.18,Hetero Unit III Hyderabad IN,5,673.25,0.36
85920,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,31-Jan-13,11-Jan-13,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,67271,647147.02,9.62,0.16,"Aurobindo Unit III, India",7899,7433.01,907.3
85921,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,31-Jan-13,25-Jan-12,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,40455,389177.1,9.62,0.16,Hetero Unit III Hyderabad IN,See DN-2970 (ID#:83644),See DN-2970 (ID#:83644),545.63
85922,Uganda,PMO - US,From RDC,N/A - From RDC,Air,31-Jan-13,1-Feb-13,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,699,1691.58,2.42,0.04,Hetero Unit III Hyderabad IN,See DN-2971 (ID#:84212),See DN-2971 (ID#:84212),2.37
85923,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,15-Feb-13,24-Jan-13,ARV,Adult,SCMS from RDC,SKU0135,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Generic,120,1573,38947.48,24.76,0.21,"Aurobindo Unit III, India",388,2392,48.18
85924,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2-Feb-13,2-Feb-13,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,3235,31120.7,9.62,0.16,Hetero Unit III Hyderabad IN,See DN-2952 (ID#:82537),See DN-2952 (ID#:82537),43.63
85925,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11-Sep-13,11-Sep-13,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,24391,218787.27,8.97,0.15,"Aurobindo Unit III, India",See DN-2981 (ID#:82538),See DN-2981 (ID#:82538),270.64
85926,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,11-Mar-13,18-Feb-13,ARV,Adult,SCMS from RDC,SKU0132,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Generic,30,65379,895038.51,13.69,0.46,Mylan (formerly Matrix) Nashik,7385,Freight Included in Commodity Cost,1254.84
85927,Uganda,PMO - US,From RDC,N/A - From RDC,Air,22-Feb-13,25-Feb-13,ARV,Pediatric,SCMS from RDC,SKU0131,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Generic,60,2512,5677.12,2.26,0.04,"Aurobindo Unit III, India",177,3255.61,7.02
85928,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,19-Feb-13,19-Feb-13,ARV,Pediatric,SCMS from RDC,SKU0145,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,240,3648,44067.84,12.08,0.05,"Aurobindo Unit III, India",974,6923.53,61.78
85929,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11-Feb-13,11-Feb-13,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,107500,248325,2.31,0.04,"Strides, Bangalore, India.",See DN-2996 (ID#:84784),See DN-2996 (ID#:84784),348.15
85930,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11-Feb-13,11-Feb-13,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,162827,1183752.29,7.27,0.12,"Aurobindo Unit III, India",See DN-2997 (ID#:85328),See DN-2997 (ID#:85328),1659.62
85931,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11-Feb-13,11-Feb-13,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,44383,322664.41,7.27,0.12,Mylan (formerly Matrix) Nashik,See DN-2997 (ID#:85328),See DN-2997 (ID#:85328),452.38
85932,Uganda,PMO - US,From RDC,N/A - From RDC,Air,22-Feb-13,20-Feb-13,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,9354,33300.24,3.56,0.12,"Aurobindo Unit III, India",See DN-3001 (ID#:83651),See DN-3001 (ID#:83651),41.19
85936,Uganda,PMO - US,From RDC,N/A - From RDC,Air,4-Mar-13,4-Mar-13,ARV,Adult,SCMS from RDC,SKU0135,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Generic,120,8494,210311.44,24.76,0.21,"Aurobindo Unit III, India",2089,17032.59,260.16
85938,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,18-Mar-13,8-Aug-13,ARV,Pediatric,SCMS from RDC,SKU0117,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,240,738,1549.8,2.1,0.01,"Aurobindo Unit III, India",See DN-3017 (ID#:83108),See DN-3017 (ID#:83108),1.92
85939,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,28-Mar-13,28-Feb-13,ARV,Adult,SCMS from RDC,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,5800,23432,4.04,0.13,Mylan (formerly Matrix) Nashik,See DN-3021 (ID#:82544),See DN-3021 (ID#:82544),32.85
85940,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,14-Mar-13,14-Mar-13,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,60096,135816.96,2.26,0.04,"Aurobindo Unit III, India",See DN-3030 (ID#:82549),See DN-3030 (ID#:82549),190.42
85941,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,31-Mar-13,14-Mar-13,ARV,Pediatric,SCMS from RDC,SKU0140,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Generic,60,39850,165377.5,4.15,0.07,Mylan (formerly Matrix) Nashik,See DN-3032 (ID#:82551),See DN-3032 (ID#:82551),231.86
85942,Uganda,PMO - US,From RDC,N/A - From RDC,Air,29-Mar-13,1-Mar-13,ARV,Pediatric,SCMS from RDC,SKU0142,"Efavirenz 200mg, scored tablets, 90 Tabs",Generic,90,257,1876.1,7.3,0.08,"Strides, Bangalore, India.",See DN-3034 (ID#:84791),See DN-3034 (ID#:84791),2.32
85943,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9-Apr-13,14-Mar-13,ARV,Adult,SCMS from RDC,SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,60,2610,33825.6,12.96,0.22,"Aurobindo Unit III, India",See DN-3015 (ID#:82554),See DN-3015 (ID#:82554),41.84
85944,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9-Apr-13,14-Mar-13,ARV,Pediatric,SCMS from RDC,SKU0117,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Generic,240,1951,4097.1,2.1,0.01,"Aurobindo Unit III, India",See DN-3015 (ID#:82554),See DN-3015 (ID#:82554),5.07
